human symbol,mouse symbol,human,mouse,Total,HSF1 average peak,HSF2 average peak,PPARGC1A average peak
TMEM52,Tmem52,-7,-1,-8,0,0,0
TMEM52B,Tmem52b,2,1,3,0,0,0
TMEM53,Tmem53,3,-3,0,14.815534,0,0
TMEM54,Tmem54,1,-2,-1,2.145631,0,0
TMEM59,Tmem59,8,2,10,2.893204,0,0
TMEM59L,Tmem59l,15,-2,13,0,0,0
TMEM60,Tmem60,-2,-4,-6,7.048544,0,0
TMEM61,Tmem61,-3,-2,-5,0,0,0
TMEM62,Tmem62,-4,0,-4,6.417476,0,0
TMEM63A,Tmem63a,1,-9,-8,2.38835,0,0
TMEM63B,Tmem63b,9,1,10,10.349515,0,0
TMEM63C,Tmem63c,0,-5,-5,0,0,0
TMEM64,Tmem64,2,-1,1,6.951456,0,0
TMEM65,Tmem65,0,1,1,12.116505,0,0
TMEM67,Tmem67,6,-4,2,36.07767,0,0
TMEM68,Tmem68,2,-4,-2,9.213592,0,0
TMEM69,Tmem69,1,1,2,3.718447,0,0
TMEM70,Tmem70,6,0,6,9.145631,5.166667,0
TMEM71,Tmem71,-8,2,-6,17.524272,0,0
TMEM72,Tmem72,1,-5,-4,0,0,0
TMEM74,Tmem74,0,0,0,10.485437,0,0
TMEM74B,Tmem74b,1,1,2,0,0,0
TMEM79,Tmem79,17,-7,10,86.902913,0,0
TMEM80,Tmem80,6,5,11,2.067961,0,0
TMEM81,Tmem81,20,-14,6,0,0,0
TMEM82,Tmem82,4,2,6,0,0,0
TMEM86A,Tmem86a,-16,4,-12,0.873786,0,0
TMEM86B,Tmem86b,-7,-5,-12,0,0,0
TMEM87A,Tmem87a,1,-6,-5,3.339806,0,0
TMEM87B,Tmem87b,0,-2,-2,7.631068,0,0
TMEM88,Tmem88,15,-2,13,4.514563,0,0
TMEM88B,Tmem88b,8,-6,2,57.223301,0,0
TMEM89,Tmem89,-17,-31,-48,2.15534,0,0
TMEM8B,Tmem8b,10,-6,4,4.631068,0,0
TMEM9,Tmem9,5,-4,1,90.747573,3.166667,0
TMEM91,Tmem91,7,-8,-1,32.320388,0,0
TMEM92,Tmem92,14,-1,13,14.970874,0,0
TMEM94,Tmem94,6,-7,-1,22.776699,0,0
TMEM95,Tmem95,99,-3,96,142.961165,0,0
TMEM97,Tmem97,5,-2,3,24.436893,0,0
TMEM98,Tmem98,10,1,11,0,0,0
TMEM9B,Tmem9b,3,-1,2,5.543689,0,0
TMF1,Tmf1,3,-1,2,4.990291,0,0
TMIE,Tmie,42,3,45,28.456311,0,0
TMIGD1,Tmigd1,-1,11,10,0,0,0
TMIGD3,Tmigd3,9,-9,0,0,0,0
TMOD1,Tmod1,-1,1,0,0,0,0
TMOD2,Tmod2,5,-4,1,2.126214,0,0
TMOD3,Tmod3,5,0,5,3.407767,0,0
TMOD4,Tmod4,-7,-4,-11,0,0,0
TMPO,Tmpo,6,-2,4,23.097087,0,0
TMPPE,Tmppe,13,-9,4,4.087379,0,0
TMPRSS11A,Tmprss11a,2,-2,0,0,0,0
TMPRSS11B,Tmprss11b,10,-5,5,0,0,0
TMPRSS11D,Tmprss11d,1,-3,-2,0,0,0
TMPRSS11E,Tmprss11e,2,0,2,0,0,0
TMPRSS11F,Tmprss11f,0,-3,-3,0,0,0
TMPRSS12,Tmprss12,5,1,6,0,0,0
TMPRSS13,Tmprss13,23,5,28,0,0,0
TMPRSS15,Tmprss15,-5,-5,-10,0,0,0
TMPRSS2,Tmprss2,0,4,4,0,0,0
TMPRSS3,Tmprss3,2,6,8,0,0,0
TMPRSS4,Tmprss4,4,2,6,35.291262,0,0
TMPRSS5,Tmprss5,0,5,5,0,0,0
TMPRSS6,Tmprss6,14,-7,7,0,0,0
TMPRSS7,Tmprss7,-2,-2,-4,0,0,0
TMPRSS9,Tmprss9,72,7,79,0,0,0
TMSB10,Tmsb10,7,-3,4,8.368932,0,0
TMSB15A,Tmsb15a,8,-7,1,0,0,0
TMSB4X,Tmsb4x,13,-5,8,6.533981,0,0
TMTC1,Tmtc1,5,2,7,7.747573,0,0
TMTC2,Tmtc2,10,-1,9,2.524272,0,0
TMTC3,Tmtc3,4,-6,-2,12.786408,0,0
TMTC4,Tmtc4,-8,-5,-13,4.300971,0,0
TMUB1,Tmub1,6,-2,4,2.223301,0,0
TMUB2,Tmub2,3,-3,0,0,0,0
TMX1,Tmx1,7,-2,5,5.912621,0,0
TMX2,Tmx2,7,-4,3,3.815534,0,0
TMX3,Tmx3,5,-4,1,9.116505,0,0
TMX4,Tmx4,4,-2,2,48.252427,0,0
TNC,Tnc,8,-7,1,0,0,0
TNF,Tnf,68,4,72,0,0,0
TNFAIP1,Tnfaip1,14,-4,10,10.92233,0,0
TNFAIP2,Tnfaip2,-1,-4,-5,1.359223,0,0
TNFAIP3,Tnfaip3,30,0,30,3.223301,0,0
TNFAIP6,Tnfaip6,2,-3,-1,0,0,0
TNFAIP8,Tnfaip8,-3,-8,-11,6.640777,0,0
TNFAIP8L1,Tnfaip8l1,1,-9,-8,3.718447,0,0
TNFAIP8L2,Tnfaip8l2,3,-3,0,2.320388,0,0
TNFAIP8L3,Tnfaip8l3,1,2,3,0,0,0
TNFRSF10B,Tnfrsf10b,3,-1,2,0,0,0
TNFRSF11A,Tnfrsf11a,11,-3,8,1.339806,0,0
TNFRSF11B,Tnfrsf11b,0,-3,-3,4.194175,0,0
TNFRSF12A,Tnfrsf12a,0,14,14,3.669903,0,0
TNFRSF13B,Tnfrsf13b,2,-5,-3,0,0,0
TNFRSF13C,Tnfrsf13c,2,9,11,0,0,0
TNFRSF14,Tnfrsf14,12,-3,9,6.815534,0,0
TNFRSF17,Tnfrsf17,12,-9,3,0,0,0
TNFRSF18,Tnfrsf18,33,-2,31,0,0,0
TNFRSF19,Tnfrsf19,3,2,5,4.165049,0,0
TNFRSF1A,Tnfrsf1a,7,2,9,0.61165,0,0
TNFRSF1B,Tnfrsf1b,-3,-3,-6,1.038835,0,0
TNFRSF21,Tnfrsf21,-1,-3,-4,2.116505,0,0
TNFRSF25,Tnfrsf25,1,11,12,0,0,0
TNFRSF4,Tnfrsf4,33,-8,25,22.805825,0,0
TNFRSF8,Tnfrsf8,0,-2,-2,0,0,0
TNFRSF9,Tnfrsf9,2,-14,-12,0,0,0
TNFSF10,Tnfsf10,0,-1,-1,0,0,0
TNFSF11,Tnfsf11,4,1,5,0,0,0
TNFSF12,Tnfsf12,4,-2,2,0,0,0
TNFSF13,Tnfsf13,-5,-7,-12,44.679612,0,0
TNFSF13B,Tnfsf13b,8,-8,0,0,0,0
TNFSF14,Tnfsf14,31,2,33,11.485437,0,0
TNFSF15,Tnfsf15,4,-2,2,0,0,0
TNFSF18,Tnfsf18,2,11,13,0,0,0
TNFSF4,Tnfsf4,2,7,9,0,0,0
TNFSF8,Tnfsf8,-1,0,-1,4.524272,0,0
TNFSF9,Tnfsf9,5,13,18,10.864078,0,0
TNIK,Tnik,10,3,13,1.970874,0,0
TNIP1,Tnip1,15,1,16,7.68932,0,0
TNIP2,Tnip2,3,-1,2,12.699029,0,0
TNIP3,Tnip3,3,2,5,0,0,0
TNK1,Tnk1,9,-2,7,0,0,0
TNK2,Tnk2,6,-5,1,3.281553,0,0
TNKS,Tnks,5,-3,2,5.203883,0,0
TNKS1BP1,Tnks1bp1,2,-4,-2,3.485437,0,0
TNKS2,Tnks2,5,-2,3,5.038835,0,0
TNMD,Tnmd,0,2,2,0,0,0
TNN,Tnn,32,3,35,0,0,0
TNNC1,Tnnc1,13,5,18,3.84466,0,0
TNNC2,Tnnc2,30,2,32,15.067961,0,0
TNNI1,Tnni1,1,5,6,0,0,0
TNNI2,Tnni2,18,-2,16,60.135922,0,0
TNNI3,Tnni3,10,-16,-6,9.106796,0,0
TNNI3K,Tnni3k,5,-1,4,0,0,0
TNNT1,Tnnt1,5,10,15,2.38835,0,0
TNNT2,Tnnt2,8,0,8,0,0,0
TNNT3,Tnnt3,4,1,5,0,0,0
TNP1,Tnp1,-2,-1,-3,0,0,0
TNP2,Tnp2,-3,-5,-8,0,0,0
TNPO1,Tnpo1,4,-2,2,63.660194,0,0
TNPO2,Tnpo2,5,-1,4,2.718447,0,0
TNPO3,Tnpo3,7,-2,5,6.601942,0,0
TNR,Tnr,0,-3,-3,0,0,0
TNRC18,Tnrc18,4,-3,1,18.223301,0,0
TNRC6A,Tnrc6a,6,-10,-4,21.281553,0,0
TNRC6B,Tnrc6b,9,-7,2,1,0,0
TNRC6C,Tnrc6c,8,-2,6,0,0,0
TNS1,Tns1,-7,-4,-11,0,0,0
TNS2,Tns2,6,1,7,3.660194,0,0
TNS3,Tns3,2,4,6,2.747573,0,0
TNS4,Tns4,-18,-6,-24,5.815534,0,0
TNXB,Tnxb,8,0,8,5.184466,0,0
TOB1,Tob1,7,-6,1,18.456311,0,0
TOB2,Tob2,14,1,15,16.553398,0,0
TOE1,Toe1,-14,-4,-18,8.932039,0,0
TOGARAM1,Togaram1,9,-1,8,4.194175,0,0
TOGARAM2,Togaram2,7,-3,4,11.271845,0,0
TOLLIP,Tollip,3,-5,-2,1.106796,0,0
TOM1,Tom1,2,-3,-1,0.796117,0,0
TOM1L1,Tom1l1,2,0,2,21.543689,0,0
TOM1L2,Tom1l2,-5,0,-5,15.174757,0,0
TOMM20,Tomm20,7,-5,2,2.466019,0,0
TOMM20L,Tomm20l,9,-3,6,19.485437,0,0
TOMM22,Tomm22,5,0,5,17.485437,0,0
TOMM34,Tomm34,3,-4,-1,24.912621,0,0
TOMM40,Tomm40,6,-4,2,3.116505,0,0
TOMM40L,Tomm40l,-5,-7,-12,2.951456,0,0
TOMM5,Tomm5,5,-6,-1,5.135922,0,0
TOMM6,Tomm6,10,-7,3,7.990291,0,0
TOMM7,Tomm7,4,-4,0,8.941748,0,0
TONSL,Tonsl,1,-6,-5,5.271845,0,0
TOP1,Top1,9,1,10,7.854369,0,0
TOP1MT,Top1mt,9,-3,6,1.941748,0,0
TOP2A,Top2a,1,-13,-12,1.203883,0,0
TOP2B,Top2b,6,4,10,3.601942,0,0
TOP3A,Top3a,3,-1,2,2.203883,0,0
TOP3B,Top3b,5,-6,-1,21.514563,0,0
TOPAZ1,Topaz1,0,0,0,0,0,0
TOPBP1,Topbp1,2,0,2,4.058252,0,0
TOPORS,Topors,3,1,4,2.029126,0,0
TOR1A,Tor1a,-1,-2,-3,11.038835,0,0
TOR1AIP1,Tor1aip1,4,0,4,17.184466,0,0
TOR1AIP2,Tor1aip2,5,-1,4,17.184466,0,0
TOR1B,Tor1b,6,-4,2,6.417476,0,0
TOR2A,Tor2a,-1,-1,-2,62.601942,0,0
TOR3A,Tor3a,2,6,8,46.038835,0,0
TOR4A,Tor4a,2,-3,-1,2.893204,0,0
TOX,Tox,0,-8,-8,3.456311,0,0
TOX2,Tox2,4,4,8,0.893204,0,0
TOX3,Tox3,5,0,5,0,0,0
TOX4,Tox4,7,-5,2,14.84466,0,0
TPBG,Tpbg,3,-2,1,25.660194,0,0
TPBGL,Tpbgl,0,3,3,9.776699,0,0
TPCN1,Tpcn1,0,-3,-3,5.436893,0,0
TPCN2,Tpcn2,4,-3,1,1.407767,0,0
TPD52,Tpd52,-1,4,3,51.029126,12.875,0
TPD52L1,Tpd52l1,5,6,11,9.893204,0,0
TPD52L2,Tpd52l2,10,-4,6,140.76699,23.416667,0
TPGS1,Tpgs1,-8,-5,-13,19.533981,0,0
TPGS2,Tpgs2,7,-2,5,3.271845,0,0
TPH1,Tph1,-1,3,2,0,0,0
TPH2,Tph2,29,0,29,1.31068,0,0
TPI1,Tpi1,8,-1,7,0.84466,0,0
TPK1,Tpk1,-5,-3,-8,17.145631,0,0
TPM1,Tpm1,6,4,10,35.475728,0,0
TPM2,Tpm2,10,-4,6,0.951456,0,0
TPM3,Tpm3,9,-4,5,11.805825,0,0
TPM4,Tpm4,1,2,3,38.883495,0,0
TPMT,Tpmt,3,-5,-2,4.165049,0,0
TPO,Tpo,-1,-6,-7,0,0,0
TPP1,Tpp1,16,5,21,26.378641,0,0
TPP2,Tpp2,7,-2,5,1.320388,0,0
TPPP,Tppp,3,-13,-10,0,0,0
TPPP2,Tppp2,10,5,15,0,0,0
TPPP3,Tppp3,24,0,24,0,0,0
TPR,Tpr,4,-3,1,2.912621,0,0
TPRA1,Tpra1,7,-4,3,4.330097,0,0
TPRKB,Tprkb,7,1,8,12.650485,0,0
TPRN,Tprn,1,-7,-6,7.553398,0,97
TPSAB1,Tpsab1,3,-2,1,0,0,0
TPSB2,Tpsb2,14,4,18,0,0,0
TPSG1,Tpsg1,-2,5,3,0,0,0
TPST1,Tpst1,2,-11,-9,25.048544,0,0
TPST2,Tpst2,8,1,9,30.796117,0,0
TPT1,Tpt1,13,4,17,145.203883,35.791667,0
TPTE,Tpte,-4,-12,-16,0,0,0
TPX2,Tpx2,2,-8,-6,2.61165,0,0
TRA2A,Tra2a,7,1,8,3.038835,0,0
TRA2B,Tra2b,11,0,11,362.15534,151.666667,165
TRABD,Trabd,1,-4,-3,4.980583,0,0
TRABD2B,Trabd2b,0,-2,-2,0,0,0
TRAC,Trac,-3,10,7,0,0,0
TRADD,Tradd,-7,-2,-9,4.106796,0,0
TRAF1,Traf1,-6,-8,-14,4.262136,0,0
TRAF2,Traf2,9,-4,5,70.601942,6.041667,0
TRAF3,Traf3,0,1,1,50.029126,18.25,0
TRAF3IP1,Traf3ip1,4,-12,-8,54.427184,0,0
TRAF3IP2,Traf3ip2,-1,-1,-2,1.300971,0,0
TRAF3IP3,Traf3ip3,57,-7,50,0.854369,0,0
TRAF4,Traf4,8,-10,-2,6.320388,0,0
TRAF5,Traf5,-2,-2,-4,2.427184,0,0
TRAF6,Traf6,4,-1,3,19.194175,0,0
TRAF7,Traf7,5,-4,1,3.359223,0,0
TRAFD1,Trafd1,6,-16,-10,1.84466,0,0
TRAIP,Traip,1,-3,-2,1.07767,0,0
TRAJ11,Traj11,-1,0,-1,0,0,0
TRAJ12,Traj12,2,0,2,0,0,0
TRAJ13,Traj13,3,0,3,0,0,0
TRAJ16,Traj16,-3,0,-3,0,0,0
TRAJ17,Traj17,-3,1,-2,0,0,0
TRAJ18,Traj18,0,2,2,0,0,0
TRAJ19,Traj19,0,-8,-8,0,0,0
TRAJ2,Traj2,0,-2,-2,0,0,0
TRAJ20,Traj20,2,1,3,0,0,0
TRAJ21,Traj21,0,-9,-9,0,0,0
TRAJ22,Traj22,1,0,1,0,0,0
TRAJ23,Traj23,2,1,3,0,0,0
TRAJ24,Traj24,0,-3,-3,0,0,0
TRAJ25,Traj25,-1,-1,-2,0,0,0
TRAJ26,Traj26,-2,-3,-5,0,0,0
TRAJ27,Traj27,-1,0,-1,0,0,0
TRAJ28,Traj28,-1,2,1,0,0,0
TRAJ29,Traj29,-1,1,0,0,0,0
TRAJ3,Traj3,0,0,0,0,0,0
TRAJ30,Traj30,1,-3,-2,0,0,0
TRAJ31,Traj31,2,-5,-3,0,0,0
TRAJ32,Traj32,-1,0,-1,0,0,0
TRAJ33,Traj33,-5,-12,-17,0,0,0
TRAJ34,Traj34,0,7,7,0,0,0
TRAJ35,Traj35,1,2,3,0,0,0
TRAJ37,Traj37,2,0,2,0,0,0
TRAJ38,Traj38,-1,1,0,0,0,0
TRAJ39,Traj39,1,0,1,0,0,0
TRAJ4,Traj4,-1,0,-1,0,0,0
TRAJ40,Traj40,1,0,1,0,0,0
TRAJ41,Traj41,1,3,4,0,0,0
TRAJ42,Traj42,0,1,1,0,0,0
TRAJ43,Traj43,-1,0,-1,0,0,0
TRAJ44,Traj44,0,0,0,0,0,0
TRAJ45,Traj45,0,1,1,0,0,0
TRAJ46,Traj46,-2,-1,-3,0,0,0
TRAJ47,Traj47,0,0,0,0,0,0
TRAJ48,Traj48,-2,0,-2,0,0,0
TRAJ49,Traj49,-1,1,0,0,0,0
TRAJ5,Traj5,0,0,0,0,0,0
TRAJ50,Traj50,0,-3,-3,0,0,0
TRAJ52,Traj52,0,-2,-2,0,0,0
TRAJ53,Traj53,-1,3,2,0,0,0
TRAJ56,Traj56,0,0,0,0,0,0
TRAJ57,Traj57,0,-1,-1,0,0,0
TRAJ59,Traj59,0,1,1,0,0,0
TRAJ6,Traj6,-3,2,-1,0,0,0
TRAJ7,Traj7,-4,1,-3,0,0,0
TRAJ9,Traj9,-1,-3,-4,0,0,0
TRAK1,Trak1,6,-1,5,0,0,0
TRAK2,Trak2,0,-6,-6,9.106796,0,0
TRAM1,Tram1,7,-2,5,25.116505,0,0
TRAM1L1,Tram1l1,-12,-11,-23,0,0,0
TRAM2,Tram2,4,-7,-3,11.174757,0,0
TRANK1,Trank1,-2,4,2,0,0,0
TRAP1,Trap1,8,-1,7,8.038835,0,0
TRAPPC1,Trappc1,8,-3,5,0,0,0
TRAPPC10,Trappc10,-1,-9,-10,4.640777,0,0
TRAPPC11,Trappc11,1,-4,-3,2.815534,0,0
TRAPPC12,Trappc12,7,-2,5,6.116505,0,0
TRAPPC13,Trappc13,4,0,4,0,0,0
TRAPPC2,Trappc2,2,-11,-9,3.31068,0,0
TRAPPC2L,Trappc2l,6,-4,2,79.601942,0,0
TRAPPC3,Trappc3,9,-7,2,11.339806,0,0
TRAPPC3L,Trappc3l,4,-3,1,0,0,0
TRAPPC4,Trappc4,12,-1,11,0,0,0
TRAPPC5,Trappc5,5,-1,4,13.757282,0,0
TRAPPC6A,Trappc6a,-4,0,-4,0,0,0
TRAPPC6B,Trappc6b,6,2,8,24.407767,0,142
TRAPPC8,Trappc8,4,-1,3,3.553398,0,0
TRAPPC9,Trappc9,-1,-4,-5,17.07767,0,0
TRARG1,Trarg1,6,-7,-1,0,0,0
TRAT1,Trat1,2,-1,1,0,0,0
TRAV10,Trav10,2,0,2,0,0,0
TRAV12-1,Trav12-1,0,6,6,0,0,0
TRAV12-2,Trav12-2,-1,5,4,0,0,0
TRAV12-3,Trav12-3,0,1,1,0,0,0
TRAV13-1,Trav13-1,0,1,1,0,0,0
TRAV13-2,Trav13-2,-5,-23,-28,0,0,0
TRAV16,Trav16,0,0,0,0,0,0
TRAV17,Trav17,-1,4,3,0,0,0
TRAV18,Trav18,-19,0,-19,0,0,0
TRAV19,Trav19,-3,-2,-5,0,0,0
TRAV2,Trav2,0,-13,-13,0,0,0
TRAV8-1,Trav8-1,3,2,5,0,0,0
TRAV9-1,Trav9-1,-2,0,-2,0,0,0
TRAV9-2,Trav9-2,-5,1,-4,0,0,0
TRBC1,Trbc1,-1,1,0,0,0,0
TRBC2,Trbc2,-4,-21,-25,0,0,0
TRBD1,Trbd1,0,0,0,0,0,0
TRBJ1-1,Trbj1-1,5,3,8,0,0,0
TRBJ1-2,Trbj1-2,-1,1,0,0,0,0
TRBJ1-3,Trbj1-3,1,-1,0,0,0,0
TRBJ1-4,Trbj1-4,1,-1,0,0,0,0
TRBJ1-5,Trbj1-5,1,0,1,0,0,0
TRBJ1-6,Trbj1-6,0,1,1,0,0,0
TRBJ2-1,Trbj2-1,-1,1,0,0,0,0
TRBJ2-2,Trbj2-2,-1,0,-1,0,0,0
TRBJ2-3,Trbj2-3,4,0,4,0,0,0
TRBJ2-4,Trbj2-4,-3,0,-3,0,0,0
TRBJ2-5,Trbj2-5,0,0,0,0,0,0
TRBJ2-7,Trbj2-7,0,-1,-1,0,0,0
TRBV14,Trbv14,-13,11,-2,0,0,0
TRBV15,Trbv15,3,-1,2,0,0,0
TRBV16,Trbv16,0,5,5,0,0,0
TRBV17,Trbv17,0,2,2,0,0,0
TRBV19,Trbv19,2,3,5,0,0,0
TRBV2,Trbv2,0,-3,-3,0,0,0
TRBV30,Trbv30,3,2,5,0,0,0
TRDC,Trdc,11,3,14,0,0,0
TRDD1,Trdd1,0,0,0,0,0,0
TRDD2,Trdd2,0,0,0,0,0,0
TRDJ1,Trdj1,0,3,3,0,0,0
TRDJ2,Trdj2,-1,-3,-4,0,0,0
TRDMT1,Trdmt1,4,-10,-6,19.601942,0,0
TRDN,Trdn,2,3,5,0,0,0
TRDV1,Trdv1,2,-4,-2,0,0,0
TREH,Treh,3,-1,2,0,0,0
TREM1,Trem1,2,-6,-4,1.349515,0,0
TREM2,Trem2,1,0,1,0,0,0
TREML1,Treml1,10,4,14,0,0,0
TREML2,Treml2,1,2,3,0,0,0
TREML4,Treml4,-1,-1,-2,1.252427,0,0
TRERF1,Trerf1,2,-5,-3,14.902913,0,0
TREX1,Trex1,-28,0,-28,1.184466,0,0
TREX2,Trex2,-26,3,-23,0,0,0
TRGC1,Trgc1,1,-3,-2,0,0,0
TRGC2,Trgc2,1,4,5,0,0,0
TRGJ2,Trgj2,-1,-1,-2,0,0,0
TRGV1,Trgv1,1,-3,-2,0,0,0
TRGV2,Trgv2,-12,4,-8,0,0,0
TRGV3,Trgv3,0,1,1,0,0,0
TRGV5,Trgv5,-6,7,1,0,0,0
TRH,Trh,0,-11,-11,1.184466,0,0
TRHDE,Trhde,2,-9,-7,1.067961,0,0
TRHR,Trhr,2,0,2,0,0,0
TRIAP1,Triap1,5,-2,3,18.339806,0,0
TRIB1,Trib1,31,2,33,14.456311,0,0
TRIB2,Trib2,9,13,22,12.009709,0,0
TRIB3,Trib3,-14,20,6,6.776699,0,0
TRIL,Tril,2,1,3,0,0,0
TRIM10,Trim10,9,8,17,3.757282,0,0
TRIM11,Trim11,6,-4,2,3.07767,0,0
TRIM13,Trim13,-6,-6,-12,2.834951,0,0
TRIM14,Trim14,0,-9,-9,4.495146,0,0
TRIM15,Trim15,34,-5,29,3.757282,0,0
TRIM16,Trim16,17,-5,12,0,0,0
TRIM17,Trim17,11,2,13,0,0,0
TRIM2,Trim2,7,9,16,0.961165,0,0
TRIM21,Trim21,-15,3,-12,0,0,0
TRIM23,Trim23,8,-3,5,0,0,0
TRIM24,Trim24,-3,-2,-5,4.087379,0,0
TRIM25,Trim25,11,1,12,17.61165,0,0
TRIM26,Trim26,29,-6,23,41.368932,0,0
TRIM27,Trim27,2,-7,-5,5.980583,0,0
TRIM28,Trim28,8,-1,7,8.524272,0,0
TRIM29,Trim29,-6,2,-4,0,0,0
TRIM3,Trim3,7,0,7,13.417476,0,0
TRIM31,Trim31,6,0,6,0,0,0
TRIM32,Trim32,-8,-2,-10,3,0,0
TRIM33,Trim33,7,0,7,14.834951,0,0
TRIM35,Trim35,-5,2,-3,3.446602,0,0
TRIM36,Trim36,10,-10,0,87.262136,0,0
TRIM37,Trim37,3,-5,-2,18.339806,0,0
TRIM38,Trim38,-5,0,-5,0,0,0
TRIM39,Trim39,10,-6,4,17.359223,0,0
TRIM40,Trim40,17,7,24,0,0,0
TRIM41,Trim41,1,-3,-2,0,0,0
TRIM42,Trim42,0,-4,-4,0,0,0
TRIM43B,Trim43b,8,11,19,0,0,0
TRIM44,Trim44,4,-3,1,8.68932,0,0
TRIM45,Trim45,5,-8,-3,2.23301,0,0
TRIM46,Trim46,12,-7,5,4.533981,0,0
TRIM47,Trim47,4,7,11,2.864078,0,0
TRIM5,Trim5,1,-9,-8,0,0,0
TRIM50,Trim50,-1,3,2,1.349515,0,113
TRIM52,Trim52,3,-1,2,4.271845,0,0
TRIM54,Trim54,-1,-1,-2,7.058252,0,0
TRIM55,Trim55,-1,-7,-8,0,0,0
TRIM56,Trim56,5,-3,2,20.970874,0,0
TRIM58,Trim58,2,0,2,17.058252,2.916667,0
TRIM59,Trim59,-1,-1,-2,4.533981,0,0
TRIM6,Trim6,-3,-4,-7,0,0,0
TRIM60,Trim60,1,1,2,0,0,0
TRIM61,Trim61,-1,0,-1,0,0,0
TRIM62,Trim62,-8,-2,-10,3.825243,0,0
TRIM63,Trim63,-4,-9,-13,0,0,0
TRIM65,Trim65,1,6,7,6.058252,0,0
TRIM66,Trim66,3,-3,0,0,0,0
TRIM67,Trim67,2,1,3,0,0,0
TRIM68,Trim68,6,-10,-4,2.281553,0,0
TRIM69,Trim69,28,4,32,0,0,0
TRIM7,Trim7,2,-3,-1,31.912621,0,0
TRIM71,Trim71,7,0,7,0,0,0
TRIM72,Trim72,2,13,15,0,0,0
TRIM8,Trim8,10,-1,9,0.941748,0,0
TRIM9,Trim9,4,1,5,8.126214,0,0
TRIML1,Triml1,4,-7,-3,0,0,0
TRIML2,Triml2,63,1,64,31.669903,0,0
TRIO,Trio,8,3,11,0,0,0
TRIOBP,Triobp,7,-6,1,1.533981,0,0
TRIP10,Trip10,6,-4,2,10.106796,0,0
TRIP11,Trip11,3,-1,2,16.873786,0,0
TRIP12,Trip12,7,-2,5,12.058252,0,0
TRIP13,Trip13,2,-10,-8,15.300971,0,0
TRIP4,Trip4,5,-4,1,22.68932,0,0
TRIP6,Trip6,0,8,8,4.669903,0,0
TRIQK,Triqk,-4,-5,-9,10.883495,0,0
TRIR,Trir,3,-2,1,0,0,0
TRIT1,Trit1,2,-1,1,49.883495,0,0
TRMO,Trmo,2,0,2,11.883495,0,0
TRMT1,Trmt1,5,1,6,17.427184,0,0
TRMT10A,Trmt10a,15,4,19,0,0,0
TRMT10B,Trmt10b,5,-7,-2,2.359223,0,0
TRMT10C,Trmt10c,-1,-4,-5,4.067961,0,0
TRMT11,Trmt11,-4,-8,-12,10.699029,0,0
TRMT112,Trmt112,10,-6,4,103.174757,11.583333,0
TRMT12,Trmt12,-2,-10,-12,1.368932,0,0
TRMT13,Trmt13,3,-5,-2,0,0,0
TRMT1L,Trmt1l,3,-4,-1,0,0,0
TRMT2A,Trmt2a,6,-6,0,14.436893,0,0
TRMT2B,Trmt2b,0,-3,-3,0,0,0
TRMT44,Trmt44,1,-3,-2,6.912621,0,0
TRMT5,Trmt5,-9,-18,-27,9.815534,0,0
TRMT6,Trmt6,0,-3,-3,13.262136,0,0
TRMT9B,Trmt9b,4,2,6,0,0,0
TRMU,Trmu,5,-9,-4,11.378641,0,0
TRNAU1AP,Trnau1ap,8,-4,4,21.563107,0,0
TRNP1,Trnp1,8,-2,6,6.407767,0,0
TRNT1,Trnt1,5,-3,2,5.553398,0,0
TRO,Tro,15,-10,5,0,0,0
TROAP,Troap,0,-20,-20,3.456311,0,0
TRPA1,Trpa1,-1,3,2,3.252427,0,0
TRPC1,Trpc1,0,-7,-7,4.300971,0,0
TRPC3,Trpc3,11,-1,10,0.708738,0,0
TRPC4,Trpc4,-2,1,-1,0,0,0
TRPC4AP,Trpc4ap,7,-4,3,23.514563,0,0
TRPC5,Trpc5,4,-1,3,1.456311,0,0
TRPC5OS,Trpc5os,3,-1,2,0,0,0
TRPC6,Trpc6,-5,2,-3,0,0,0
TRPC7,Trpc7,5,1,6,0,0,0
TRPM1,Trpm1,0,-13,-13,0,0,0
TRPM2,Trpm2,4,-2,2,6.466019,0,0
TRPM3,Trpm3,-1,2,1,0,0,0
TRPM4,Trpm4,7,-7,0,17.495146,0,0
TRPM5,Trpm5,-3,-6,-9,0,0,0
TRPM6,Trpm6,4,-8,-4,0.84466,0,0
TRPM7,Trpm7,4,1,5,5.718447,0,0
TRPM8,Trpm8,2,-3,-1,0,0,0
TRPS1,Trps1,8,-2,6,0,0,0
TRPT1,Trpt1,8,0,8,6.980583,0,0
TRPV1,Trpv1,10,-10,0,0,0,0
TRPV2,Trpv2,2,-1,1,0,0,0
TRPV3,Trpv3,10,-1,9,1.067961,0,0
TRPV4,Trpv4,6,-4,2,0,0,0
TRPV5,Trpv5,2,2,4,0,0,0
TRPV6,Trpv6,12,4,16,0,0,0
TRRAP,Trrap,10,-11,-1,2.776699,0,0
TRUB1,Trub1,2,4,6,1.174757,0,0
TRUB2,Trub2,2,-2,0,30.427184,0,0
TSACC,Tsacc,8,-7,1,196.699029,24.75,146
TSC1,Tsc1,9,-6,3,13.708738,0,0
TSC2,Tsc2,9,-7,2,7.116505,0,0
TSC22D1,Tsc22d1,7,3,10,2.116505,0,0
