human symbol,mouse symbol,human,mouse,Total,HSF1 average peak,HSF2 average peak,PPARGC1A average peak
TSC22D2,Tsc22d2,9,0,9,8.504854,0,0
TSC22D3,Tsc22d3,11,12,23,5.320388,0,0
TSEN15,Tsen15,7,-7,0,75.980583,0,0
TSEN2,Tsen2,1,-7,-6,52.601942,0,0
TSEN34,Tsen34,14,-4,10,188.417476,29.75,0
TSEN54,Tsen54,1,-7,-6,9.048544,0,0
TSFM,Tsfm,6,-4,2,17.359223,0,0
TSG101,Tsg101,4,-5,-1,9.883495,0,0
TSGA10,Tsga10,14,-13,1,10.271845,0,0
TSGA10IP,Tsga10ip,14,-12,2,0,0,0
TSGA13,Tsga13,2,-16,-14,0,0,0
TSHB,Tshb,2,-5,-3,0,0,0
TSHR,Tshr,1,-3,-2,16.446602,0,0
TSHZ1,Tshz1,34,1,35,54.980583,0,0
TSHZ2,Tshz2,1,5,6,3.475728,0,0
TSHZ3,Tshz3,3,-5,-2,2.15534,0,0
TSKS,Tsks,12,-3,9,16.009709,0,0
TSKU,Tsku,-10,-14,-24,5.621359,0,0
TSLP,Tslp,2,-14,-12,0,0,0
TSN,Tsn,0,-2,-2,9.912621,0,0
TSNAX,Tsnax,5,-4,1,5.757282,0,0
TSNAXIP1,Tsnaxip1,-1,-16,-17,88.213592,0,0
TSPAN1,Tspan1,-5,0,-5,1.68932,0,0
TSPAN10,Tspan10,-1,-2,-3,24.213592,0,0
TSPAN11,Tspan11,2,-3,-1,0,0,0
TSPAN12,Tspan12,15,-3,12,4.475728,0,0
TSPAN13,Tspan13,10,4,14,7.708738,0,0
TSPAN14,Tspan14,3,-3,0,0,0,0
TSPAN15,Tspan15,4,-14,-10,8.203883,0,0
TSPAN17,Tspan17,8,2,10,1.165049,0,0
TSPAN18,Tspan18,-3,0,-3,1.786408,0,0
TSPAN2,Tspan2,7,-11,-4,0,0,0
TSPAN3,Tspan3,10,-8,2,17.524272,0,0
TSPAN31,Tspan31,4,3,7,0,0,0
TSPAN32,Tspan32,3,-14,-11,0,0,0
TSPAN33,Tspan33,3,2,5,0,0,0
TSPAN4,Tspan4,-2,3,1,2.592233,0,0
TSPAN5,Tspan5,9,1,10,3.757282,0,0
TSPAN6,Tspan6,2,-2,0,0,0,0
TSPAN7,Tspan7,8,5,13,3.174757,0,0
TSPAN8,Tspan8,8,4,12,0,0,0
TSPAN9,Tspan9,13,1,14,0.990291,0,0
TSPEAR,Tspear,9,2,11,0,0,0
TSPO,Tspo,4,3,7,0,0,0
TSPO2,Tspo2,7,2,9,0,0,0
TSPOAP1,Tspoap1,22,-1,21,0,0,0
TSPYL1,Tspyl1,3,2,5,25.631068,8.416667,0
TSPYL2,Tspyl2,51,-1,50,48.368932,0,0
TSPYL4,Tspyl4,13,-3,10,49.048544,5,0
TSPYL5,Tspyl5,-5,-2,-7,0,0,0
TSR1,Tsr1,1,-4,-3,25.368932,0,0
TSR2,Tsr2,3,1,4,3.048544,0,0
TSR3,Tsr3,2,-3,-1,9.339806,0,0
TSSC4,Tssc4,9,0,9,6.592233,0,0
TSSK2,Tssk2,12,-9,3,0,0,0
TSSK3,Tssk3,-43,1,-42,0,0,0
TSSK4,Tssk4,55,-8,47,0,0,0
TSSK6,Tssk6,6,7,13,3.902913,0,0
TST,Tst,-1,-6,-7,2.543689,0,0
TSTD1,Tstd1,5,1,6,1.621359,0,0
TSTD2,Tstd2,1,0,1,10.563107,0,0
TSTD3,Tstd3,2,-3,-1,4.893204,0,0
TTBK1,Ttbk1,7,-2,5,0,0,0
TTBK2,Ttbk2,9,-4,5,4.485437,0,0
TTC1,Ttc1,5,-4,1,0,0,0
TTC12,Ttc12,-1,1,0,8.184466,0,0
TTC13,Ttc13,4,-10,-6,7.359223,0,0
TTC14,Ttc14,3,-6,-3,5.330097,0,0
TTC16,Ttc16,-1,-6,-7,6.61165,0,0
TTC17,Ttc17,10,-9,1,10.728155,0,0
TTC19,Ttc19,6,-1,5,11.339806,0,0
TTC21A,Ttc21a,6,-2,4,12.203883,0,0
TTC21B,Ttc21b,-1,-5,-6,6.699029,0,0
TTC22,Ttc22,1,-4,-3,0,0,0
TTC23,Ttc23,2,-10,-8,7.223301,0,0
TTC23L,Ttc23l,26,3,29,129.271845,0,0
TTC24,Ttc24,7,0,7,0,0,0
TTC26,Ttc26,3,-1,2,34.650485,0,0
TTC27,Ttc27,3,0,3,0,0,0
TTC28,Ttc28,5,-4,1,2.291262,0,0
TTC29,Ttc29,6,-2,4,6.504854,0,0
TTC3,Ttc3,10,1,11,9.728155,0,0
TTC30B,Ttc30b,-26,-12,-38,7.699029,0,0
TTC32,Ttc32,-3,-3,-6,11.368932,0,0
TTC33,Ttc33,9,-1,8,16.485437,0,0
TTC34,Ttc34,-2,-9,-11,0,0,0
TTC36,Ttc36,12,10,22,0.893204,0,0
TTC38,Ttc38,2,0,2,1.737864,0,0
TTC39A,Ttc39a,9,-17,-8,6.271845,0,0
TTC39B,Ttc39b,-4,-4,-8,0,0,0
TTC39C,Ttc39c,5,-3,2,3.864078,0,0
TTC4,Ttc4,-4,-6,-10,25.854369,0,0
TTC5,Ttc5,3,-9,-6,1.135922,0,0
TTC6,Ttc6,1,-5,-4,3.737864,0,0
TTC7B,Ttc7b,11,6,17,1.650485,0,0
TTC8,Ttc8,4,-6,-2,15.23301,0,0
TTC9,Ttc9,3,-2,1,0,0,0
TTC9B,Ttc9b,15,-5,10,1.029126,0,0
TTC9C,Ttc9c,6,-5,1,7.262136,0,0
TTF1,Ttf1,0,2,2,22.378641,0,0
TTF2,Ttf2,-1,-5,-6,3.631068,0,0
TTI1,Tti1,-1,-5,-6,6.019417,0,0
TTI2,Tti2,8,-4,4,0,0,0
TTK,Ttk,-7,-14,-21,0,0,0
TTL,Ttl,5,-1,4,2.592233,0,0
TTLL1,Ttll1,3,-7,-4,59.446602,0,0
TTLL10,Ttll10,11,-4,7,1.970874,0,0
TTLL11,Ttll11,-3,-2,-5,4.825243,0,0
TTLL12,Ttll12,4,-2,2,10.456311,0,0
TTLL2,Ttll2,0,0,0,10.815534,0,0
TTLL3,Ttll3,4,-8,-4,1.718447,0,0
TTLL4,Ttll4,1,1,2,27.980583,0,0
TTLL5,Ttll5,9,-7,2,25.378641,0,0
TTLL6,Ttll6,-8,-7,-15,21.184466,0,0
TTLL7,Ttll7,-1,-11,-12,2.223301,0,0
TTLL8,Ttll8,0,-4,-4,0,0,0
TTLL9,Ttll9,10,-4,6,0,0,0
TTN,Ttn,3,-4,-1,0,0,0
TTPA,Ttpa,1,4,5,1.174757,0,0
TTPAL,Ttpal,3,1,4,9.951456,0,0
TTR,Ttr,12,3,15,0,0,0
TTYH1,Ttyh1,10,-5,5,0,0,0
TTYH2,Ttyh2,43,6,49,5.417476,0,0
TTYH3,Ttyh3,4,5,9,0,0,0
TUB,Tub,1,-5,-4,0,0,0
TUBA1A,Tuba1a,9,-6,3,1.349515,0,0
TUBA1B,Tuba1b,10,-5,5,7.504854,0,0
TUBA1C,Tuba1c,7,-3,4,3.728155,0,0
TUBA4A,Tuba4a,12,1,13,1.524272,0,0
TUBA8,Tuba8,10,-5,5,0,0,0
TUBAL3,Tubal3,-3,-6,-9,0,0,0
TUBB1,Tubb1,10,8,18,20.281553,0,0
TUBB2A,Tubb2a,3,-1,2,4.708738,0,0
TUBB2B,Tubb2b,3,-2,1,0,0,0
TUBB3,Tubb3,18,7,25,26.699029,0,0
TUBB4A,Tubb4a,19,8,27,0.990291,0,0
TUBB4B,Tubb4b,4,-2,2,10.038835,0,0
TUBB6,Tubb6,1,-6,-5,3.708738,0,0
TUBD1,Tubd1,9,-12,-3,14.339806,0,0
TUBE1,Tube1,4,-12,-8,22.61165,0,0
TUBG1,Tubg1,3,-6,-3,0,0,0
TUBG2,Tubg2,8,-3,5,4.912621,0,0
TUBGCP2,Tubgcp2,1,-7,-6,5.019417,0,0
TUBGCP3,Tubgcp3,5,-4,1,41.349515,0,0
TUBGCP4,Tubgcp4,7,0,7,2.524272,0,0
TUBGCP5,Tubgcp5,-24,-10,-34,10.368932,0,0
TUBGCP6,Tubgcp6,-1,-5,-6,2.330097,0,0
TUFM,Tufm,10,-4,6,11.941748,0,0
TUFT1,Tuft1,0,-6,-6,2.262136,0,0
TUG1,Tug1,9,0,9,0,0,0
TULP1,Tulp1,-5,9,4,0,0,0
TULP2,Tulp2,108,3,111,98.699029,0,0
TULP3,Tulp3,8,0,8,14.427184,0,0
TULP4,Tulp4,8,-2,6,0,0,0
TUNAR,Tunar,1,-3,-2,0,0,0
TUSC1,Tusc1,2,-4,-2,3.436893,0,0
TUSC2,Tusc2,8,4,12,6.572816,0,0
TUT1,Tut1,3,0,3,4.524272,0,0
TUT4,Tut4,6,-2,4,2.84466,0,0
TUT7,Tut7,6,-1,5,13.359223,0,0
TVP23A,Tvp23a,1,-4,-3,0,0,0
TVP23B,Tvp23b,3,-9,-6,11.514563,0,0
TWF1,Twf1,8,-8,0,0,0,0
TWF2,Twf2,11,-4,7,4.669903,0,0
TWIST1,Twist1,1,-1,0,5.932039,0,0
TWIST2,Twist2,2,3,5,0,0,0
TWNK,Twnk,4,-3,1,0.980583,0,0
TWSG1,Twsg1,7,-6,1,3.902913,0,0
TXK,Txk,15,-2,13,0,0,0
TXLNA,Txlna,8,-5,3,16.592233,0,0
TXLNB,Txlnb,11,3,14,4.621359,0,0
TXLNG,Txlng,3,-4,-1,2.019417,0,0
TXN2,Txn2,4,2,6,2.495146,0,0
TXNDC11,Txndc11,-1,-1,-2,3.883495,0,0
TXNDC12,Txndc12,4,-6,-2,3.398058,0,0
TXNDC15,Txndc15,-3,-4,-7,7.417476,0,0
TXNDC16,Txndc16,11,2,13,3.61165,0,0
TXNDC17,Txndc17,3,0,3,41.970874,0,0
TXNDC2,Txndc2,2,7,9,0,0,0
TXNDC5,Txndc5,10,-2,8,3.009709,0,0
TXNDC8,Txndc8,-2,0,-2,0,0,0
TXNDC9,Txndc9,2,-2,0,25.572816,0,0
TXNIP,Txnip,8,6,14,3.660194,0,0
TXNL1,Txnl1,5,-4,1,10.563107,0,0
TXNL4A,Txnl4a,8,-3,5,8.174757,0,0
TXNL4B,Txnl4b,10,-2,8,1.951456,0,0
TXNRD1,Txnrd1,7,0,7,3.786408,0,0
TXNRD2,Txnrd2,4,5,9,4.970874,0,0
TXNRD3,Txnrd3,-1,-11,-12,2.097087,0,0
TYK2,Tyk2,7,-2,5,6.76699,0,0
TYMP,Tymp,-2,-7,-9,1,0,0
TYMS,Tyms,2,-2,0,7.679612,0,0
TYR,Tyr,-1,1,0,0,0,0
TYRO3,Tyro3,6,-2,4,3.543689,0,0
TYROBP,Tyrobp,0,-4,-4,10.194175,0,0
TYRP1,Tyrp1,2,0,2,0,0,0
TYSND1,Tysnd1,8,-1,7,14.718447,0,0
TYW1,Tyw1,4,-3,1,2.339806,0,0
TYW3,Tyw3,12,-24,-12,149.475728,0,167
TYW5,Tyw5,5,-3,2,0,0,0
U2AF1,U2af1,13,-6,7,4.38835,0,0
U2AF1L4,U2af1l4,5,-2,3,0,0,0
U2AF2,U2af2,9,0,9,59.92233,0,0
U2SURP,U2surp,4,-7,-3,8.912621,0,0
UACA,Uaca,5,2,7,3.466019,0,0
UAP1,Uap1,1,-6,-5,10.067961,0,0
UAP1L1,Uap1l1,7,7,14,2.252427,0,0
UBA1,Uba1,8,-1,7,0.834951,0,0
UBA2,Uba2,2,-4,-2,3.291262,0,0
UBA3,Uba3,9,-4,5,0.873786,0,0
UBA5,Uba5,3,-2,1,5.417476,0,0
UBA52,Uba52,5,-2,3,19.980583,0,0
UBA6,Uba6,3,-3,0,8.339806,0,0
UBA7,Uba7,18,3,21,0,0,0
UBAC1,Ubac1,5,-7,-2,8.84466,0,0
UBAC2,Ubac2,5,-3,2,0,0,0
UBALD1,Ubald1,-4,-3,-7,2.61165,0,0
UBALD2,Ubald2,2,0,2,2.572816,0,0
UBAP1,Ubap1,12,-7,5,1.631068,0,0
UBAP1L,Ubap1l,19,-1,18,0,0,0
UBAP2,Ubap2,2,-2,0,2.009709,0,0
UBAP2L,Ubap2l,6,-2,4,10.883495,0,0
UBASH3A,Ubash3a,2,9,11,2.650485,0,0
UBASH3B,Ubash3b,-7,4,-3,2.902913,0,0
UBB,Ubb,55,3,58,452.718447,141.708333,249
UBC,Ubc,49,18,67,205.281553,15.416667,0
UBD,Ubd,-4,-13,-17,0,0,0
UBE2A,Ube2a,-2,-4,-6,9.213592,0,0
UBE2B,Ube2b,17,-3,14,97.650485,0,0
UBE2C,Ube2c,10,-3,7,16.84466,0,0
UBE2D1,Ube2d1,11,0,11,6.737864,0,0
UBE2D3,Ube2d3,12,2,14,185.203883,17.208333,0
UBE2E1,Ube2e1,9,-3,6,1.621359,0,0
UBE2E2,Ube2e2,5,-9,-4,14.902913,0,0
UBE2E3,Ube2e3,6,-2,4,3.708738,0,0
UBE2F,Ube2f,4,-3,1,20.116505,0,0
UBE2G1,Ube2g1,6,-3,3,3.242718,0,0
UBE2G2,Ube2g2,3,-2,1,4.553398,0,0
UBE2H,Ube2h,17,-1,16,61.76699,0,0
UBE2I,Ube2i,7,-4,3,3.009709,0,0
UBE2J1,Ube2j1,5,-5,0,7.708738,0,0
UBE2J2,Ube2j2,1,-6,-5,16.126214,0,0
UBE2K,Ube2k,6,2,8,5.427184,0,0
UBE2L3,Ube2l3,7,-4,3,4.776699,0,0
UBE2L6,Ube2l6,11,-5,6,0,0,0
UBE2M,Ube2m,7,-1,6,5.737864,0,0
UBE2N,Ube2n,5,-2,3,7.699029,0,0
UBE2O,Ube2o,11,-1,10,110.446602,0,0
UBE2Q1,Ube2q1,5,-4,1,12.174757,0,0
UBE2Q2,Ube2q2,7,-4,3,4.854369,0,0
UBE2QL1,Ube2ql1,1,4,5,17.067961,0,0
UBE2R2,Ube2r2,7,-5,2,2.951456,0,0
UBE2S,Ube2s,6,-5,1,12.747573,0,0
UBE2T,Ube2t,7,-4,3,0,0,0
UBE2U,Ube2u,-1,-2,-3,0,0,0
UBE2V1,Ube2v1,9,-2,7,10.815534,0,0
UBE2V2,Ube2v2,7,-5,2,4.135922,0,0
UBE2W,Ube2w,8,2,10,0,0,0
UBE2Z,Ube2z,9,0,9,30.883495,0,0
UBE3A,Ube3a,5,0,5,4.796117,7.208333,0
UBE3B,Ube3b,9,-1,8,6.553398,0,0
UBE3C,Ube3c,4,0,4,4.854369,0,0
UBE4A,Ube4a,6,-7,-1,1.563107,0,0
UBE4B,Ube4b,6,-1,5,95.126214,0,0
UBFD1,Ubfd1,14,-2,12,144.23301,22.166667,0
UBIAD1,Ubiad1,3,-4,-1,8.61165,0,0
UBL3,Ubl3,10,-2,8,10.747573,0,0
UBL4A,Ubl4a,4,-7,-3,0.796117,0,0
UBL4B,Ubl4b,2,1,3,0,0,0
UBL5,Ubl5,8,-5,3,2.601942,0,0
UBL7,Ubl7,9,-6,3,8.728155,0,0
UBLCP1,Ublcp1,0,-6,-6,3.223301,0,0
UBN1,Ubn1,7,1,8,3.825243,0,0
UBN2,Ubn2,7,-4,3,11.31068,0,0
UBOX5,Ubox5,-4,-9,-13,7.242718,0,246
UBP1,Ubp1,5,-1,4,11.786408,0,0
UBQLN1,Ubqln1,9,-2,7,287.271845,180.25,199
UBQLN2,Ubqln2,2,3,5,1.699029,0,0
UBQLN3,Ubqln3,1,0,1,0,0,0
UBQLN4,Ubqln4,7,-6,1,8.533981,0,0
UBQLNL,Ubqlnl,1,0,1,0,0,0
UBR1,Ubr1,13,-2,11,13.631068,0,0
UBR2,Ubr2,9,-1,8,75.873786,9.375,0
UBR3,Ubr3,3,-6,-3,7.31068,0,0
UBR4,Ubr4,9,-2,7,10.970874,0,0
UBR5,Ubr5,3,-4,-1,12.436893,0,0
UBR7,Ubr7,9,0,9,44.990291,0,0
UBTD1,Ubtd1,0,2,2,1.281553,0,0
UBTD2,Ubtd2,7,-6,1,3.553398,0,0
UBTF,Ubtf,12,3,15,5.466019,0,0
UBTFL1,Ubtfl1,21,1,22,0,0,0
UBXN1,Ubxn1,4,-5,-1,3.854369,0,0
UBXN10,Ubxn10,-6,-8,-14,1.834951,0,0
UBXN11,Ubxn11,5,-5,0,29.048544,10.166667,0
UBXN2A,Ubxn2a,3,6,9,6.281553,0,0
UBXN2B,Ubxn2b,1,-8,-7,8.281553,0,0
UBXN4,Ubxn4,11,1,12,4.834951,0,0
UBXN6,Ubxn6,0,-2,-2,42.873786,0,0
UBXN7,Ubxn7,8,-1,7,2.805825,0,0
UBXN8,Ubxn8,14,-2,12,0,0,0
UCHL1,Uchl1,14,-3,11,19.407767,0,0
UCHL3,Uchl3,8,-4,4,2.582524,0,0
UCHL5,Uchl5,3,-8,-5,6.495146,0,0
UCK1,Uck1,8,0,8,5.650485,0,0
UCK2,Uck2,2,-4,-2,8.466019,0,0
UCKL1,Uckl1,8,-3,5,62.407767,0,0
UCMA,Ucma,23,6,29,0,0,0
UCN,Ucn,14,-1,13,0,0,0
UCN2,Ucn2,2,3,5,0,0,0
UCN3,Ucn3,1,-1,0,0,0,0
UCP1,Ucp1,4,-5,-1,0,0,0
UCP2,Ucp2,5,3,8,7.097087,0,0
UCP3,Ucp3,65,0,65,0,0,0
UEVLD,Uevld,2,-1,1,9.640777,0,0
UFC1,Ufc1,9,-2,7,1.23301,0,0
UFD1,Ufd1,5,-5,0,2.737864,0,0
UFL1,Ufl1,5,-8,-3,32.252427,0,0
UFM1,Ufm1,6,-10,-4,0,0,0
UFSP1,Ufsp1,-22,0,-22,3.106796,0,0
UFSP2,Ufsp2,8,-10,-2,13.213592,0,0
UGCG,Ugcg,-1,1,0,10.097087,0,0
UGDH,Ugdh,5,-3,2,4.184466,0,0
UGGT1,Uggt1,13,4,17,8.184466,0,0
UGGT2,Uggt2,7,-6,1,1.504854,0,0
UGP2,Ugp2,5,1,6,6.533981,0,0
UGT1A1,Ugt1a1,3,11,14,1.76699,0,0
UGT1A10,Ugt1a10,-2,14,12,0,0,0
UGT1A5,Ugt1a5,0,2,2,0,0,0
UGT1A8,Ugt1a8,5,0,5,0,0,0
UGT1A9,Ugt1a9,0,-1,-1,0,0,0
UGT2A1,Ugt2a1,-1,0,-1,0,0,0
UGT2A2,Ugt2a2,2,1,3,0,0,0
UGT2A3,Ugt2a3,-2,0,-2,0,0,0
UGT3A1,Ugt3a1,4,-12,-8,0,0,0
UGT3A2,Ugt3a2,7,2,9,0,0,0
UHMK1,Uhmk1,5,-2,3,6.970874,0,0
UHRF1,Uhrf1,7,-6,1,33.31068,0,0
UHRF2,Uhrf2,6,-5,1,3.291262,0,0
UIMC1,Uimc1,-1,-6,-7,8.951456,0,0
ULBP1,Ulbp1,29,-3,26,5.902913,0,0
ULK1,Ulk1,4,-2,2,1.029126,0,0
ULK2,Ulk2,9,-3,6,0,0,0
ULK3,Ulk3,5,2,7,0,0,0
ULK4,Ulk4,2,-4,-2,28.466019,0,0
UMAD1,Umad1,3,-3,0,5.106796,0,0
UMOD,Umod,-3,5,2,0,0,0
UMODL1,Umodl1,7,-2,5,0,0,0
UMPS,Umps,-6,-1,-7,1.339806,0,0
UNC119,Unc119,5,-1,4,26.553398,0,0
UNC119B,Unc119b,3,-4,-1,9.533981,0,0
UNC13A,Unc13a,6,-7,-1,1.553398,0,0
UNC13B,Unc13b,7,-1,6,2.194175,0,0
UNC13C,Unc13c,3,0,3,0,0,0
UNC13D,Unc13d,20,0,20,6.330097,0,0
UNC45A,Unc45a,8,2,10,2.553398,0,0
UNC45B,Unc45b,14,6,20,1.252427,0,0
UNC50,Unc50,0,-10,-10,9.776699,0,0
UNC5A,Unc5a,0,2,2,0,0,0
UNC5B,Unc5b,-2,-4,-6,1.427184,0,0
UNC5C,Unc5c,5,-9,-4,1.378641,0,0
UNC5CL,Unc5cl,-7,0,-7,0,0,0
UNC5D,Unc5d,4,0,4,2.330097,0,0
UNC79,Unc79,1,3,4,13.038835,0,0
UNC80,Unc80,1,-5,-4,0.990291,0,0
UNC93A,Unc93a,5,11,16,0,0,0
UNC93B1,Unc93b1,3,-2,1,2.407767,0,0
UNCX,Uncx,10,6,16,0,0,0
UNG,Ung,-6,-7,-13,6.825243,0,0
UNK,Unk,5,-7,-2,14.106796,0,0
UNKL,Unkl,2,-3,-1,2.174757,0,0
UPB1,Upb1,1,-11,-10,0,0,0
UPF1,Upf1,8,-1,7,12.38835,0,0
UPF2,Upf2,5,-4,1,6.262136,0,0
UPF3A,Upf3a,5,-2,3,1.07767,0,0
UPF3B,Upf3b,0,-2,-2,0.660194,0,0
UPK1A,Upk1a,54,5,59,0,0,0
UPK1B,Upk1b,3,0,3,0,0,0
UPK2,Upk2,1,1,2,0,0,0
UPK3A,Upk3a,2,2,4,0,0,0
UPK3B,Upk3b,9,0,9,0,0,0
UPP1,Upp1,7,-4,3,10.68932,0,0
UPP2,Upp2,0,-6,-6,9.76699,0,0
UPRT,Uprt,2,-2,0,8.048544,0,0
UQCC1,Uqcc1,4,-14,-10,7.07767,0,0
UQCC2,Uqcc2,6,-2,4,5.776699,0,0
UQCC3,Uqcc3,6,-3,3,8.466019,0,0
UQCR10,Uqcr10,1,-1,0,0,0,0
UQCR11,Uqcr11,8,-8,0,0.825243,0,0
UQCRB,Uqcrb,7,-9,-2,3.708738,0,0
UQCRC1,Uqcrc1,6,1,7,5.223301,0,0
UQCRC2,Uqcrc2,5,-3,2,1.669903,0,0
UQCRFS1,Uqcrfs1,3,-3,0,4.262136,0,0
UQCRH,Uqcrh,6,-1,5,2.737864,0,0
UQCRQ,Uqcrq,6,0,6,5.951456,0,0
URAD,Urad,2,0,2,0,0,0
URB1,Urb1,2,-2,0,3.718447,0,0
URB2,Urb2,-5,-6,-11,7.349515,0,0
URGCP,Urgcp,3,-2,1,9.378641,0,0
URI1,Uri1,2,-3,-1,6.660194,0,0
URM1,Urm1,4,-1,3,4.718447,0,0
UROC1,Uroc1,0,9,9,2.417476,0,0
UROD,Urod,8,-2,6,3.533981,0,0
UROS,Uros,4,-5,-1,2.776699,0,0
USB1,Usb1,6,-2,4,3.990291,0,0
USE1,Use1,7,-2,5,5.68932,0,0
USF1,Usf1,6,-2,4,1.368932,0,0
USF2,Usf2,8,1,9,0,0,0
USF3,Usf3,9,-4,5,6.23301,0,0
USH1C,Ush1c,3,0,3,0,0,0
USH1G,Ush1g,6,-4,2,1.223301,0,0
USH2A,Ush2a,-4,0,-4,0,0,0
USHBP1,Ushbp1,8,-1,7,10.873786,0,0
USO1,Uso1,4,-9,-5,5.572816,0,0
USP1,Usp1,5,-5,0,7.23301,0,0
USP10,Usp10,5,-5,0,2.834951,0,0
USP11,Usp11,7,-2,5,14.213592,0,0
USP12,Usp12,-3,-3,-6,1.029126,0,0
USP13,Usp13,-11,0,-11,17.592233,0,0
USP14,Usp14,4,-2,2,6.631068,0,0
USP15,Usp15,5,-2,3,20.262136,0,0
USP16,Usp16,1,-5,-4,1.087379,0,0
USP18,Usp18,5,0,5,3.242718,0,0
USP19,Usp19,10,-2,8,4.106796,0,0
USP2,Usp2,3,-7,-4,13.475728,0,0
USP20,Usp20,7,-3,4,28.776699,0,0
USP21,Usp21,11,-7,4,22.514563,0,0
USP22,Usp22,8,-4,4,12.650485,0,0
USP24,Usp24,7,-1,6,8.427184,0,0
USP25,Usp25,2,-3,-1,6.601942,0,0
USP26,Usp26,-1,4,3,0,0,0
USP27X,Usp27x,-12,-6,-18,0.776699,0,0
USP28,Usp28,2,-10,-8,4.398058,0,0
USP29,Usp29,-3,-14,-17,0,0,0
USP3,Usp3,6,-1,5,32.524272,0,0
USP30,Usp30,12,-2,10,59.203883,0,0
USP31,Usp31,6,1,7,6.893204,0,0
USP32,Usp32,5,-1,4,24.728155,0,0
USP33,Usp33,8,-9,-1,11.184466,0,0
USP34,Usp34,13,-4,9,9.320388,0,0
USP35,Usp35,1,-7,-6,30.281553,0,0
USP36,Usp36,8,-3,5,8.854369,0,0
USP37,Usp37,6,0,6,1.699029,0,0
USP38,Usp38,6,0,6,7.009709,0,0
USP39,Usp39,4,-1,3,7.300971,0,0
USP4,Usp4,12,-6,6,13.398058,0,0
USP40,Usp40,8,-6,2,4.601942,0,0
USP42,Usp42,7,-5,2,8.019417,0,0
USP43,Usp43,-6,-2,-8,0,0,0
USP44,Usp44,14,-5,9,0,0,0
USP45,Usp45,1,-7,-6,12.941748,0,0
USP46,Usp46,2,-6,-4,1.650485,0,0
USP47,Usp47,7,-4,3,10.728155,0,0
USP48,Usp48,2,-8,-6,10.76699,0,0
USP49,Usp49,4,-2,2,1.126214,0,0
USP5,Usp5,9,-5,4,0,0,0
USP50,Usp50,37,3,40,0,0,0
USP51,Usp51,4,-3,1,42.475728,0,0
USP53,Usp53,7,-3,4,14.582524,0,0
USP54,Usp54,2,-1,1,111.378641,0,0
USP6NL,Usp6nl,4,-2,2,12.126214,0,0
USP7,Usp7,6,1,7,5.436893,0,0
USP8,Usp8,4,-10,-6,5.514563,0,0
USP9X,Usp9x,5,-2,3,3.747573,0,0
USP9Y,Usp9y,2,1,3,0,0,0
USPL1,Uspl1,89,10,99,808.38835,308.458333,933
UST,Ust,2,1,3,1.854369,0,0
UTF1,Utf1,2,3,5,0,0,0
UTP11,Utp11,5,-1,4,5.980583,0,0
UTP14A,Utp14a,3,-2,1,0,0,0
UTP15,Utp15,0,-6,-6,0,0,0
UTP18,Utp18,2,-1,1,9.786408,0,0
UTP20,Utp20,2,-1,1,2.961165,0,0
UTP23,Utp23,4,-3,1,8.116505,0,0
UTP25,Utp25,3,-8,-5,2.15534,0,0
UTP3,Utp3,1,-4,-3,18.951456,0,0
UTP4,Utp4,7,-3,4,10.563107,0,0
UTP6,Utp6,2,-1,1,0,0,0
UTRN,Utrn,6,-4,2,0.941748,0,0
UTS2,Uts2,4,-12,-8,4.165049,0,0
UTS2B,Uts2b,0,-4,-4,11.990291,0,0
UTS2R,Uts2r,10,0,10,0,0,0
UTY,Uty,-2,-1,-3,0,0,0
UVRAG,Uvrag,4,-2,2,19.708738,0,0
UVSSA,Uvssa,3,-8,-5,17.116505,0,0
UXS1,Uxs1,0,-8,-8,1.543689,0,0
UXT,Uxt,4,-5,-1,0,0,0
VAC14,Vac14,4,-1,3,4.514563,0,0
VAMP1,Vamp1,6,-3,3,14.902913,0,0
VAMP2,Vamp2,6,-6,0,1.475728,0,0
VAMP3,Vamp3,3,-5,-2,4.242718,0,0
VAMP4,Vamp4,-3,0,-3,60.941748,20.708333,0
VAMP5,Vamp5,6,-3,3,0,0,0
VAMP8,Vamp8,27,-5,22,0,0,0
VANGL1,Vangl1,-1,-3,-4,5.320388,0,0
VANGL2,Vangl2,10,-4,6,0,0,0
VAPA,Vapa,6,-2,4,13.524272,0,0
VAPB,Vapb,9,-6,3,7.368932,0,0
VARS2,Vars2,7,0,7,9.330097,0,0
VASH1,Vash1,6,-8,-2,0,0,0
VASH2,Vash2,2,-5,-3,0.970874,0,0
VASN,Vasn,2,-4,-2,0,0,0
VASP,Vasp,6,-3,3,2.019417,0,0
VAT1,Vat1,10,-3,7,1.980583,0,0
VAT1L,Vat1l,6,-2,4,0,0,0
VAV1,Vav1,0,0,0,0,0,0
VAV2,Vav2,7,-3,4,0,0,0
VAV3,Vav3,12,-3,9,0.786408,0,0
VAX1,Vax1,3,-2,1,0,0,0
VAX2,Vax2,-1,-5,-6,0,0,0
VBP1,Vbp1,6,-10,-4,1.84466,0,0
VCAM1,Vcam1,-1,-3,-4,0,0,0
VCAN,Vcan,6,-5,1,10.68932,0,0
VCL,Vcl,1,6,7,27.883495,16.083333,0
VCP,Vcp,7,-4,3,1.669903,0,0
VCPIP1,Vcpip1,8,-2,6,2.466019,0,0
