GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,miRNA-seq-up,miRNA-seq-down,miRNA-seq-all,ncRNA-seq-up,ncRNA-seq-down,ncRNA-seq-all,unchange_RNA-seq,HN5_RNA-seq,unchange_miRNA-seq,HN5_miRNA-seq,unchange_ncRNA-seq,HN5_ncRNA-seq,PRO-seq-up,PRO-seq-down,PRO-seq-all,unchange_PRO-seq,HN5_PRO-seq,Timelapse-seq-up,Timelapse-seq-down,Timelapse-seq-all,unchange_Timelapse-seq,HN5_Timelapse-seq,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,unchange_Ribo-seq,HN5_Ribo-seq,all(check),Total_HN-score
Arl15,5,0,169,0,0,9,1,0,2,164,5,9,0,1,1,1,2,34,31,-1,0,0,8,8,0,1,0,20,19,1,242,6
Lhfpl2,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,1,20,19,-1,242,6
Samd1,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,2,2,34,30,0,0,0,8,8,0,1,1,20,18,0,242,6
Grem2,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Adamts13,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Car4,10,8,169,0,0,9,0,0,2,151,2,9,0,2,0,6,2,34,26,4,0,0,8,8,0,0,0,20,20,0,242,6
Lgi3,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Car5b,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,1,34,33,-1,1,0,8,7,1,0,0,20,20,0,242,6
Tmc6,5,1,169,0,0,9,1,0,2,163,4,9,0,1,1,4,4,34,26,0,1,0,8,7,1,1,1,20,18,0,242,6
Sars,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,2,2,34,30,0,0,0,8,8,0,1,0,20,19,1,242,6
Krtap5-1,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Gpr84,14,7,169,0,0,9,0,0,2,148,7,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,6
Foxf1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,2,3,34,29,-1,1,0,8,7,1,0,0,20,20,0,242,6
Chordc1,5,1,169,0,0,9,1,0,2,163,4,9,0,1,1,0,3,34,31,-3,1,0,8,7,1,3,0,20,17,3,242,6
Ndufb5,2,0,169,1,1,9,0,0,2,167,2,7,0,2,0,5,3,34,26,2,2,0,8,6,2,1,1,20,18,0,242,6
Raet1e,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
H1f6,13,3,169,0,2,9,0,0,2,153,10,7,-2,2,0,6,8,34,20,-2,0,0,8,8,0,0,0,20,20,0,242,6
Tle6,2,2,169,0,0,9,1,0,2,165,0,9,0,1,1,6,2,34,26,4,1,0,8,7,1,0,0,20,20,0,242,6
Actl7b,11,7,169,0,0,9,0,0,2,151,4,9,0,2,0,2,2,34,30,0,2,0,8,6,2,0,0,20,20,0,242,6
Casp16,13,12,169,0,0,9,0,0,2,144,1,9,0,2,0,9,4,34,21,5,0,0,8,8,0,0,0,20,20,0,242,6
Trav1,13,7,169,0,0,9,0,0,2,149,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Nefh,7,2,169,0,0,9,0,0,2,160,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Tmem132b,3,4,169,0,0,9,0,0,2,162,-1,9,0,2,0,7,0,34,27,7,0,0,8,8,0,0,0,20,20,0,242,6
Chil3,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Elane,13,9,169,0,0,9,0,0,2,147,4,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,6
Gypa,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Pcdhgb5,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Gm21704,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Arhgap36,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Gucy1b2,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Art4,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,6
Krt83,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ppp1r16b,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,3,0,20,17,3,242,6
Neu1,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,0,2,34,32,-2,1,0,8,7,1,0,1,20,19,-1,242,6
Pcp4,11,6,169,0,0,9,0,0,2,152,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Zbtb32,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,6
Efemp1,8,3,169,0,0,9,0,0,2,158,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Tmem184a,12,5,169,0,0,9,2,0,2,152,7,9,0,0,2,0,3,34,31,-3,0,1,8,7,-1,1,0,20,19,1,242,6
C7,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Slc25a45,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,2,0,20,18,2,242,6
Ighv14-4,12,6,169,0,0,9,0,0,2,151,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Defb43,10,8,169,0,0,9,0,0,2,151,2,9,0,2,0,6,2,34,26,4,0,0,8,8,0,0,0,20,20,0,242,6
Ighv5-17,13,7,169,0,0,9,0,0,2,149,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ighv3-6,12,6,169,0,0,9,0,0,2,151,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Olfr95,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,6
Ighv2-9,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Cela3b,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Olfr918,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,1,0,20,19,1,242,6
Hp,20,11,169,0,0,9,0,0,2,138,9,9,0,2,0,1,2,34,31,-1,0,2,8,6,-2,0,0,20,20,0,242,6
Sh2d4b,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,6
Bdh2,6,0,169,0,0,9,1,0,2,163,6,9,0,1,1,2,1,34,31,1,0,0,8,8,0,0,2,20,18,-2,242,6
Ighv1-64,13,7,169,0,0,9,0,0,2,149,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Hsd3b3,9,4,169,0,0,9,0,0,2,156,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
A730009L09Rik,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ighv1-61,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Hpca,6,2,169,0,0,9,0,0,2,161,4,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,6
Igkv1-131,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Igkv9-129,14,8,169,0,0,9,0,0,2,147,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Prelp,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,6
Svs6,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ostm1,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,3,2,34,29,1,0,0,8,8,0,1,1,20,18,0,242,6
Svs5,9,4,169,0,0,9,0,0,2,156,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Osm,11,5,169,0,0,9,0,0,2,153,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Gm15433,16,10,169,0,0,9,0,0,2,143,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Tmem41b,5,0,169,0,0,9,1,0,2,164,5,9,0,1,1,2,2,34,30,0,0,0,8,8,0,0,0,20,20,0,242,6
Igkv4-72,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Igkv1-132,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Cdhr5,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,6
Igkv4-54,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Hoxb9,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,3,1,34,30,2,1,0,8,7,1,0,0,20,20,0,242,6
Aard,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Hoxc6,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,3,2,34,29,1,0,0,8,8,0,0,2,20,18,-2,242,6
Gm10197,25,21,169,0,0,9,0,0,2,123,4,9,0,2,0,8,6,34,20,2,0,0,8,8,0,0,0,20,20,0,242,6
Olfr433,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Stum,7,3,169,0,0,9,0,0,2,159,4,9,0,2,0,1,0,34,33,1,1,0,8,7,1,0,0,20,20,0,242,6
Crisp1,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ifit1,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,0,20,19,1,242,6
Gm11808,9,5,169,2,1,9,0,0,2,155,4,6,1,2,0,0,0,34,34,0,1,0,8,7,1,1,1,20,18,0,242,6
Sult1d1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Htra3,7,2,169,0,0,9,0,0,2,160,5,9,0,2,0,5,5,34,24,0,1,0,8,7,1,0,0,20,20,0,242,6
Gm12248,13,4,169,0,0,9,1,0,2,152,9,9,0,1,1,0,4,34,30,-4,0,0,8,8,0,1,1,20,18,0,242,6
Siglec1,11,1,169,0,0,9,0,0,2,157,10,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,1,0,20,19,1,242,6
Bmp8a,9,1,169,0,0,9,0,0,2,159,8,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,6
Gm12253,9,2,169,0,0,9,0,0,2,158,7,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,0,20,20,0,242,6
Txnip,13,2,169,0,0,9,0,0,2,154,11,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,1,0,20,19,1,242,6
Ifi207,6,2,169,0,0,9,0,0,2,161,4,9,0,2,0,3,1,34,30,2,0,0,8,8,0,0,0,20,20,0,242,6
Gm13276,9,6,169,0,0,9,0,0,2,154,3,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,6
Icam2,9,8,169,0,0,9,0,0,2,152,1,9,0,2,0,6,1,34,27,5,0,0,8,8,0,0,0,20,20,0,242,6
Shq1,3,0,169,0,0,9,1,0,2,166,3,9,0,1,1,4,1,34,29,3,0,0,8,8,0,0,1,20,19,-1,242,6
Shox2,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Olfr748,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Gm13889,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,6
Shc2,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,0,0,34,34,0,2,0,8,6,2,0,0,20,20,0,242,6
Shbg,8,3,169,0,0,9,0,0,2,158,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Dhh,5,4,169,0,0,9,0,0,2,160,1,9,0,2,0,5,0,34,29,5,0,0,8,8,0,0,0,20,20,0,242,6
Cdx1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Dll1,5,4,169,0,0,9,0,0,2,160,1,9,0,2,0,6,1,34,27,5,0,0,8,8,0,0,0,20,20,0,242,6
Dmkn,11,8,169,0,0,9,1,0,2,150,3,9,0,1,1,1,0,34,33,1,0,0,8,8,0,1,0,20,19,1,242,6
Ighg1,11,5,169,0,0,9,0,0,2,153,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Dmrtc1c1,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Bhlhe40,10,2,169,0,0,9,0,0,2,157,8,9,0,2,0,1,3,34,30,-2,1,0,8,7,1,0,1,20,19,-1,242,6
Crispld2,9,1,169,0,0,9,0,0,2,159,8,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,6
Gm11168,22,9,169,0,0,9,0,1,2,138,13,9,0,1,-1,2,9,34,23,-7,2,1,8,5,1,0,0,20,20,0,242,6
Tmprss3,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Olfr464,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ighv1-18,11,5,169,0,0,9,0,0,2,153,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ighv1-22,12,6,169,0,0,9,0,0,2,151,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Prkd1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,6
Igkv9-124,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Prdm14,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,6
Nxnl2,9,4,169,0,0,9,0,0,2,156,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Gch1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,1,2,34,31,-1,1,0,8,7,1,0,0,20,20,0,242,6
Nceh1,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,4,3,34,27,1,0,0,8,8,0,0,1,20,19,-1,242,6
Gc,12,6,169,0,0,9,0,0,2,151,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Itih3,10,2,169,0,0,9,0,0,2,157,8,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,6
Atp6v1g2,11,4,169,0,0,9,0,0,2,154,7,9,0,2,0,1,3,34,30,-2,1,0,8,7,1,0,0,20,20,0,242,6
Papolb,14,7,169,0,0,9,0,0,2,148,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
C4b,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Zfp940,8,0,169,0,0,9,1,0,2,161,8,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,6
Atp6v0d2,9,4,169,0,0,9,0,0,2,156,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Ttc7b,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Psmb8,11,1,169,0,0,9,0,0,2,157,10,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,6
Isoc2b,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,2,2,34,30,0,0,0,8,8,0,0,0,20,20,0,242,6
Psmb2,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,6,3,34,25,3,0,0,8,8,0,1,2,20,17,-1,242,6
Vmn2r10,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Isg15,12,1,169,0,0,9,1,0,2,156,11,9,0,1,1,0,8,34,26,-8,3,1,8,4,2,1,1,20,18,0,242,6
Defa20,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Atp6v0d1,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,4,1,34,29,3,0,0,8,8,0,1,1,20,18,0,242,6
Hivep2,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,0,34,34,0,0,0,8,8,0,1,0,20,19,1,242,6
Obox6,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ddn,12,6,169,0,0,9,0,0,2,151,6,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,6
Ddr1,10,0,169,0,0,9,0,0,2,159,10,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,6
Kazn,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
H4c14,11,2,169,0,0,9,0,0,2,156,9,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,1,1,20,18,0,242,6
Zfp960,7,2,169,0,0,9,0,0,2,160,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Tor3a,6,0,169,0,0,9,1,0,2,163,6,9,0,1,1,0,2,34,32,-2,0,0,8,8,0,2,1,20,17,1,242,6
Ddx4,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Paqr6,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,2,3,34,29,-1,0,0,8,8,0,0,0,20,20,0,242,6
Gata6,5,1,169,0,0,9,1,1,2,163,4,9,0,0,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,6
Ctag2l1,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Oca2,6,3,169,0,0,9,0,0,2,160,3,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,6
Gba,8,0,169,0,0,9,0,0,2,161,8,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,0,0,20,20,0,242,6
Parm1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,2,2,34,30,0,0,0,8,8,0,0,0,20,20,0,242,6
Izumo1r,10,4,169,0,0,9,0,0,2,155,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
AU015836,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Tmem233,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Hcrt,14,8,169,0,0,9,0,0,2,147,6,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,6
Gjb2,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Cdh1,8,3,169,0,0,9,0,0,2,158,5,9,0,2,0,0,0,34,34,0,0,0,8,8,0,1,0,20,19,1,242,6
Tmem270,9,4,169,1,0,9,0,0,2,156,5,8,1,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
B4galnt2,6,3,169,0,0,9,0,0,2,160,3,9,0,2,0,3,1,34,30,2,0,0,8,8,0,1,0,20,19,1,242,6
Il22ra2,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Gm19684,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Abcb8,2,0,169,1,0,9,0,0,2,167,2,8,1,2,0,4,2,34,28,2,0,0,8,8,0,1,0,20,19,1,242,6
Ttyh2,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,3,2,34,29,1,0,0,8,8,0,0,2,20,18,-2,242,6
Cst9,8,1,169,0,0,9,0,0,2,160,7,9,0,2,0,2,3,34,29,-1,0,0,8,8,0,0,0,20,20,0,242,6
Olfr1438-ps1,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,6
Slc17a4,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Aldh1a2,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
P2ry10,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Csrnp1,10,1,169,0,0,9,0,0,2,158,9,9,0,2,0,1,5,34,28,-4,0,0,8,8,0,2,1,20,17,1,242,6
Ihh,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Tmem269,11,2,169,0,0,9,0,0,2,156,9,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,6
Pabpn1l,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,4,1,34,29,3,0,0,8,8,0,0,0,20,20,0,242,6
Prss41,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Slc1a1,7,1,169,0,0,9,0,0,2,161,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Slc1a4,8,0,169,0,0,9,1,0,2,161,8,9,0,1,1,1,3,34,30,-2,0,0,8,8,0,0,1,20,19,-1,242,6
Sesn2,10,0,169,0,0,9,0,0,2,159,10,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,1,20,18,0,242,6
Inmt,12,7,169,0,0,9,0,0,2,150,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Olfr1322,11,0,169,0,0,9,0,0,2,158,11,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,6
Dpt,11,6,169,0,0,9,1,0,2,152,5,9,0,1,1,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ggt5,9,3,169,0,0,9,0,0,2,157,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Hecw2,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Slc22a14,16,13,169,0,0,9,0,0,2,140,3,9,0,2,0,3,0,34,31,3,0,0,8,8,0,0,0,20,20,0,242,6
Syt12,10,1,169,0,0,9,0,0,2,158,9,9,0,2,0,1,4,34,29,-3,0,0,8,8,0,0,0,20,20,0,242,6
Iqschfp,7,3,169,0,0,9,0,0,2,159,4,9,0,2,0,1,0,34,33,1,1,0,8,7,1,0,0,20,20,0,242,6
Avpr1a,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,1,0,34,33,1,0,0,8,8,0,0,0,20,20,0,242,6
Stat3,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,6
Avil,11,4,169,0,0,9,1,0,2,154,7,9,0,1,1,2,4,34,28,-2,0,0,8,8,0,0,0,20,20,0,242,6
Ctxn3,12,6,169,0,0,9,0,0,2,151,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Fshr,6,0,169,0,0,9,0,0,2,163,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
Ano4,8,2,169,0,0,9,0,0,2,159,6,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,6
1700020A23Rik,7,4,169,0,0,9,0,0,2,158,3,9,0,2,0,9,6,34,19,3,0,0,8,8,0,0,0,20,20,0,242,6
Rbp4,7,2,169,0,0,9,0,0,2,160,5,9,0,2,0,1,2,34,31,-1,2,0,8,6,2,0,0,20,20,0,242,6
1700042G07Rik,3,5,169,0,0,9,0,0,2,161,-2,9,0,2,0,9,1,34,24,8,0,0,8,8,0,0,0,20,20,0,242,6
Plscr2,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,4,3,34,27,1,0,0,8,8,0,0,0,20,20,0,242,6
Entpd1,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Mgp,14,5,169,0,0,9,1,0,2,150,9,9,0,1,1,2,6,34,26,-4,0,0,8,8,0,1,1,20,18,0,242,6
Rflna,10,1,169,0,0,9,0,0,2,158,9,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,6
Ypel2,8,1,169,0,0,9,1,0,2,160,7,9,0,1,1,0,1,34,33,-1,0,1,8,7,-1,0,0,20,20,0,242,6
Rfpl4b,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,2,0,34,32,2,0,0,8,8,0,0,0,20,20,0,242,6
Cltrn,10,3,169,0,0,9,0,0,2,156,7,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,6
Cx3cr1,14,7,169,0,0,9,0,0,2,148,7,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,1,0,20,19,1,242,6
