GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,miRNA-seq-up,miRNA-seq-down,miRNA-seq-all,ncRNA-seq-up,ncRNA-seq-down,ncRNA-seq-all,unchange_RNA-seq,HN5_RNA-seq,unchange_miRNA-seq,HN5_miRNA-seq,unchange_ncRNA-seq,HN5_ncRNA-seq,PRO-seq-up,PRO-seq-down,PRO-seq-all,unchange_PRO-seq,HN5_PRO-seq,Timelapse-seq-up,Timelapse-seq-down,Timelapse-seq-all,unchange_Timelapse-seq,HN5_Timelapse-seq,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,unchange_Ribo-seq,HN5_Ribo-seq,all(check),Total_HN-score
Scgb1b27,5,6,169,0,0,9,0,0,2,158,-1,9,0,2,0,4,4,34,26,0,0,0,8,8,0,0,0,20,20,0,242,-1
Klk1,7,7,169,0,0,9,0,0,2,155,0,9,0,2,0,2,3,34,29,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Asb3,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Syde1,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,0,0,20,20,0,242,-1
Klk1b1,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tubb2a,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Ash1l,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Gjc3,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,2,2,34,30,0,0,0,8,8,0,0,0,20,20,0,242,-1
Klk8,8,7,169,0,0,9,0,0,2,154,1,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Klra17,4,4,169,0,0,9,0,0,2,161,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Scgb2b24,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Gjb3,7,3,169,0,0,9,0,0,2,159,4,9,0,2,0,1,4,34,29,-3,0,0,8,8,0,0,2,20,18,-2,242,-1
Cep76,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Ascl1,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Klrc1,2,2,169,0,0,9,0,0,2,165,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Ascc2,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Klri1,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Syna,4,5,169,0,0,9,0,0,2,160,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Gja4,6,8,169,0,0,9,0,0,2,155,-2,9,0,2,0,0,2,34,32,-2,3,0,8,5,3,0,0,20,20,0,242,-1
Kmt2a,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Scgb2b11,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Scgb2a2,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Cfl2,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,1,20,19,-1,242,-1
Lmx1a,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Tax1bp3,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,0,4,34,30,-4,1,0,8,7,1,0,0,20,20,0,242,-1
Mapkapk5,2,0,169,1,0,9,0,1,2,167,2,8,1,1,-1,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Map7d1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Tas2r106,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Rpl10,7,1,169,0,1,9,0,0,2,161,6,8,-1,2,0,0,7,34,27,-7,0,0,8,8,0,1,0,20,19,1,242,-1
Antxr1,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,1,20,19,-1,242,-1
Antkmt,2,0,169,0,1,9,0,0,2,167,2,8,-1,2,0,0,4,34,30,-4,4,0,8,4,4,1,3,20,16,-2,242,-1
Rpain,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,1,0,8,7,1,1,1,20,18,0,242,-1
Foxn2,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,1,20,19,-1,242,-1
Mapk8ip3,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Anp32b,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Mapre2,2,1,169,0,0,9,1,0,2,166,1,9,0,1,1,1,3,34,30,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Lnp1,6,4,169,0,0,9,0,0,2,159,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Marchf1,6,7,169,0,0,9,0,0,2,156,-1,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,-1
Foxl2,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Marchf5,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Foxl1,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,1,3,34,30,-2,0,1,8,7,-1,1,0,20,19,1,242,-1
Marcks,6,3,169,0,0,9,0,0,2,160,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Marcksl1,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,2,20,18,-2,242,-1
Ano6,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,-1
Foxj2,2,1,169,0,0,9,1,0,2,166,1,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,1,1,20,18,0,242,-1
Romo1,2,0,169,0,0,9,0,1,2,167,2,9,0,1,-1,0,3,34,31,-3,1,0,8,7,1,0,0,20,20,0,242,-1
Anxa11,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Map3k8,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Anxa4,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,1,20,19,-1,242,-1
Chmp3,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Rpl6,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,1,4,34,29,-3,0,0,8,8,0,2,2,20,16,0,242,-1
Chkb,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Maged2,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,0,0,20,20,0,242,-1
Frmpd1,4,5,169,0,0,9,0,0,2,160,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Rpl41,4,0,169,1,1,9,0,0,2,165,4,7,0,2,0,0,6,34,28,-6,0,0,8,8,0,1,0,20,19,1,242,-1
Mall,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Frmd4a,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,2,3,34,29,-1,0,0,8,8,0,0,2,20,18,-2,242,-1
Maml3,0,0,169,0,0,9,0,0,2,169,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Mamld1,3,3,169,0,0,9,0,0,2,163,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Frem2,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Man1b1,2,0,169,0,1,9,0,0,2,167,2,8,-1,2,0,0,1,34,33,-1,0,0,8,8,0,0,1,20,19,-1,242,-1
Rpl34,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Fras1,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Map11,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,0,5,34,29,-5,0,0,8,8,0,1,0,20,19,1,242,-1
Rpl27,4,0,169,0,2,9,0,0,2,165,4,7,-2,2,0,0,4,34,30,-4,0,0,8,8,0,2,1,20,17,1,242,-1
Map2k1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Chmp2b,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Map3k14,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Foxr2,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Ano2,5,6,169,0,0,9,0,0,2,158,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Mast3,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Wdr13,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,1,2,20,17,-1,242,-1
Rnf187,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Med25,2,1,169,0,0,9,1,0,2,166,1,9,0,1,1,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Tas2r125,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Med29,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Rnf183,7,10,169,0,0,9,0,0,2,152,-3,9,0,2,0,4,3,34,27,1,0,0,8,8,0,1,0,20,19,1,242,-1
Rnf181,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,1,4,34,29,-3,0,0,8,8,0,1,1,20,18,0,242,-1
Fmn2,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Wdr82,5,2,169,0,0,9,0,0,2,162,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Flt1,3,2,169,0,0,9,0,0,2,164,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Meltf,3,4,169,0,0,9,0,0,2,162,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Flad1,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,1,4,34,29,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Met,3,1,169,0,0,9,2,0,2,165,2,9,0,0,2,0,4,34,30,-4,0,0,8,8,0,0,1,20,19,-1,242,-1
Wdr90,1,1,169,0,0,9,0,0,2,167,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Chst3,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,1,20,19,-1,242,-1
Tatdn2,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,1,1,20,18,0,242,-1
Rnf114,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Mettl26,2,0,169,0,1,9,0,0,2,167,2,8,-1,2,0,0,4,34,30,-4,0,0,8,8,0,6,4,20,10,2,242,-1
Fkbp3,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,1,6,34,27,-5,0,0,8,8,0,0,1,20,19,-1,242,-1
Rnf11,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,2,20,18,-2,242,-1
Mex3b,3,3,169,0,0,9,0,0,2,163,0,9,0,2,0,0,2,34,32,-2,1,0,8,7,1,0,0,20,20,0,242,-1
Rnf185,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,1,5,34,28,-4,1,0,8,7,1,0,0,20,20,0,242,-1
Rnf19b,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,1,2,34,31,-1,0,0,8,8,0,0,2,20,18,-2,242,-1
Foxi3,2,3,169,0,0,9,0,0,2,164,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Rnf212,6,4,169,0,0,9,0,0,2,159,2,9,0,2,0,2,5,34,27,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Tas2r109,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Robo2,6,8,169,0,0,9,0,0,2,155,-2,9,0,2,0,0,0,34,34,0,1,0,8,7,1,0,0,20,20,0,242,-1
Mb21d2,4,2,169,0,0,9,0,0,2,163,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Foxe1,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Mbd3l2,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Chrd,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,0,0,20,20,0,242,-1
Foxa1,1,1,169,0,0,9,0,0,2,167,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Mcemp1,8,3,169,0,0,9,0,0,2,158,5,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,2,20,18,-2,242,-1
Mchr1,5,6,169,0,0,9,0,0,2,158,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Mcl1,2,0,169,0,1,9,0,0,2,167,2,8,-1,2,0,1,2,34,31,-1,0,0,8,8,0,0,1,20,19,-1,242,-1
Mcm10,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Mcm3ap,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Fnip1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Fndc5,5,4,169,0,0,9,0,0,2,160,1,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,4,3,20,13,1,242,-1
Fndc4,6,2,169,0,0,9,0,0,2,161,4,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,2,20,18,-2,242,-1
Fndc3b,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,1,20,19,-1,242,-1
Wdr55,2,1,169,0,0,9,0,1,2,166,1,9,0,1,-1,2,3,34,29,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Chrna6,1,2,169,0,0,9,0,0,2,166,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Mdn1,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Mageb3,9,4,169,0,0,9,0,0,2,156,5,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,0,0,20,20,0,242,-1
Fry,4,4,169,0,0,9,0,0,2,161,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Washc5,4,2,169,0,0,9,0,0,2,163,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Rtn3,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Arf6,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,1,1,20,18,0,242,-1
Arf1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
G6pc3,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Lrrc28,6,2,169,0,0,9,1,0,2,161,4,9,0,1,1,0,4,34,30,-4,0,0,8,8,0,0,2,20,18,-2,242,-1
Lrrc3,3,1,169,0,0,9,0,0,2,165,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Arap1,6,1,169,0,0,9,0,0,2,162,5,9,0,2,0,1,7,34,26,-6,0,0,8,8,0,1,1,20,18,0,242,-1
Vstm2b,6,7,169,0,0,9,0,0,2,156,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
G430095P16Rik,13,6,169,0,0,9,0,0,2,150,7,9,0,2,0,0,8,34,26,-8,1,0,8,7,1,0,1,20,19,-1,242,-1
Rsu1,7,0,169,0,0,9,0,0,2,162,7,9,0,2,0,0,7,34,27,-7,0,0,8,8,0,0,1,20,19,-1,242,-1
Tspoap1,6,7,169,0,0,9,0,0,2,156,-1,9,0,2,0,1,1,34,32,0,0,0,8,8,0,0,0,20,20,0,242,-1
Aqp6,7,8,169,0,0,9,0,0,2,154,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Lrrc47,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Rsph6a,8,6,169,0,0,9,0,0,2,155,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Rsl24d1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Fzd4,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Lrrc8c,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Rs1,0,0,169,0,0,9,0,0,2,169,0,9,0,2,0,0,1,34,33,-1,0,0,8,8,0,0,0,20,20,0,242,-1
Fyb2,6,5,169,0,0,9,0,0,2,158,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Rrp1b,1,0,169,0,0,9,0,0,2,168,1,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,3,0,20,17,3,242,-1
Gabarapl2,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,1,0,20,19,1,242,-1
Vsig10,5,1,169,0,0,9,0,0,2,163,4,9,0,2,0,0,6,34,28,-6,0,0,8,8,0,1,0,20,19,1,242,-1
Lsg1,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,1,4,34,29,-3,0,0,8,8,0,1,0,20,19,1,242,-1
Rtn4r,5,8,169,0,0,9,0,0,2,156,-3,9,0,2,0,1,1,34,32,0,3,1,8,4,2,0,0,20,20,0,242,-1
Gak,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,0,4,34,30,-4,0,0,8,8,0,1,1,20,18,0,242,-1
Lnpk,2,1,169,0,0,9,1,0,2,166,1,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Vps53,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,1,0,8,7,1,0,0,20,20,0,242,-1
Lor,5,6,169,0,0,9,0,0,2,158,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Rwdd4a,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Lpar2,3,2,169,0,0,9,0,0,2,164,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Rusc1,3,0,169,0,0,9,0,1,2,166,3,9,0,1,-1,0,3,34,31,-3,1,1,8,6,0,0,0,20,20,0,242,-1
Arhgap17,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,1,20,19,-1,242,-1
Lpcat1,3,1,169,0,0,9,1,0,2,165,2,9,0,1,1,0,2,34,32,-2,0,0,8,8,0,0,2,20,18,-2,242,-1
Tspyl2,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,1,20,19,-1,242,-1
Arhgap12,3,0,169,1,0,9,0,0,2,166,3,8,1,2,0,0,5,34,29,-5,0,0,8,8,0,0,0,20,20,0,242,-1
Rundc1,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Lpin2,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Lpp,4,0,169,0,0,9,0,0,2,165,4,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,1,20,19,-1,242,-1
Gabre,1,1,169,0,0,9,0,0,2,167,0,9,0,2,0,0,2,34,32,-2,1,0,8,7,1,0,0,20,20,0,242,-1
Lrig2,2,1,169,0,0,9,1,0,2,166,1,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Rtn4rl2,6,8,169,0,0,9,0,0,2,155,-2,9,0,2,0,0,0,34,34,0,0,0,8,8,0,1,0,20,19,1,242,-1
Gabpa,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Lrp6,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Rrp15,2,1,169,0,0,9,0,0,2,166,1,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Lsm1,3,2,169,0,0,9,1,0,2,164,1,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Mageb11,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Trip11,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Lysmd1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Rps14,2,0,169,0,1,9,0,0,2,167,2,8,-1,2,0,0,3,34,31,-3,0,0,8,8,0,1,0,20,19,1,242,-1
Lysmd4,4,1,169,0,0,9,0,0,2,164,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Rps10,2,0,169,0,1,9,0,0,2,167,2,8,-1,2,0,0,3,34,31,-3,0,0,8,8,0,1,0,20,19,1,242,-1
Fth1,4,0,169,0,3,9,0,0,2,165,4,6,-3,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Rplp2,3,0,169,1,0,9,0,0,2,166,3,8,1,2,0,2,8,34,24,-6,0,0,8,8,0,1,0,20,19,1,242,-1
Mad1l1,3,0,169,0,0,9,0,0,2,166,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Madcam1,6,5,169,0,0,9,0,0,2,158,1,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Maea,2,0,169,1,0,9,0,0,2,167,2,8,1,2,0,0,4,34,30,-4,0,0,8,8,0,1,1,20,18,0,242,-1
Mael,6,7,169,0,0,9,0,0,2,156,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Maf1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,1,3,34,30,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
Ap3d1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Fscn3,6,3,169,0,0,9,0,0,2,160,3,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,0,0,20,20,0,242,-1
Magea14,0,1,169,0,0,9,0,0,2,168,-1,9,0,2,0,0,0,34,34,0,0,0,8,8,0,0,0,20,20,0,242,-1
Ap3b1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Ap2s1,2,0,169,0,1,9,0,0,2,167,2,8,-1,2,0,1,3,34,30,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Ap2b1,2,0,169,0,1,9,0,0,2,167,2,8,-1,2,0,0,2,34,32,-2,0,0,8,8,0,0,0,20,20,0,242,-1
Ap2a2,2,0,169,0,0,9,1,0,2,167,2,9,0,1,1,0,3,34,31,-3,0,0,8,8,0,0,1,20,19,-1,242,-1
Washc4,5,0,169,0,0,9,0,0,2,164,5,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,0,1,20,19,-1,242,-1
Rps15,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,4,34,30,-4,0,0,8,8,0,1,0,20,19,1,242,-1
Rps16,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,5,34,29,-5,0,0,8,8,0,2,0,20,18,2,242,-1
Lsm2,2,0,169,0,1,9,1,0,2,167,2,8,-1,1,1,0,3,34,31,-3,0,0,8,8,0,0,0,20,20,0,242,-1
Rps19bp1,2,0,169,0,0,9,0,0,2,167,2,9,0,2,0,0,2,34,32,-2,0,0,8,8,0,0,1,20,19,-1,242,-1
