GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,SLAM-seq-up,SLAM-seq-down,SLAM-seq-all,TTchem-seq-up,TTchem-seq-down,TTchem-seq-all,TT-seq-up,TT-seq-down,TT-seq-all,4sU-seq-up,4sU-seq-down,4sU-seq-all,MeRIP-seq-up,MeRIP-seq-down,MeRIP-seq-all,m1A-seq-up,m1A-seq-down,m1A-seq-all,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,m6Am-seq-up,m6Am-seq-down,m6Am-seq-all,mNET-seq-up,mNET-seq-down,mNET-seq-all,PRO-seq-up,PRO-seq-down,PRO-seq-all,all(check),all,unchange_RNA-seq,HN5_RNA-seq,unchange_SLAM-seq,HN5_SLAM-seq,unchange_TTchem-seq,HN5_TTchem-seq,unchange_TT-seq,HN5_TT-seq,unchange_4sU-seq,HN5_4sU-seq,unchange_MeRIP-seq,HN5_MeRIP-seq,unchange_m1A-seq,HN5_m1A-seq,unchange_Ribo-seq,HN5_Ribo-seq,unchange_m6Am-seq,HN5_m6Am-seq,unchange_mNET-seq,HN5_mNET-seq,unchange_PRO-seq,HN5_PRO-seq,Total_HN-score
LGALS4,36,8,192,0,0,11,16,0,34,0,1,8,24,0,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,5,2,24,322,322,148,28,11,0,18,16,7,-1,7,24,3,0,1,1,6,0,6,-1,4,0,17,3,70
DEPP1,52,6,192,0,0,11,16,0,34,0,0,8,7,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,3,24,322,322,134,46,11,0,18,16,8,0,24,7,3,0,1,1,6,0,7,0,4,0,18,0,70
CFP,44,3,192,0,0,11,12,0,34,1,0,8,13,0,31,1,0,3,2,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,145,41,11,0,22,12,7,1,18,13,2,1,0,2,6,0,7,0,4,0,24,0,70
CD14,40,2,192,0,0,11,11,0,34,2,1,8,15,0,31,0,0,3,2,0,2,0,0,6,1,1,7,0,0,4,4,1,24,322,322,150,38,11,0,23,11,5,1,16,15,3,0,0,2,6,0,5,0,4,0,19,3,70
TMEM31,43,5,192,0,0,11,10,0,34,1,0,8,16,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,4,0,24,322,322,144,38,11,0,24,10,7,1,15,16,3,0,2,0,6,0,6,1,4,0,20,4,70
EGR3,48,0,192,1,0,11,4,0,34,0,0,8,8,0,31,0,0,3,1,0,2,1,0,6,0,2,7,0,0,4,8,0,24,322,322,144,48,10,1,30,4,8,0,23,8,3,0,1,1,5,1,5,-2,4,0,16,8,69
MAFA,47,1,192,4,0,11,6,0,34,0,0,8,10,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,1,24,322,322,144,46,7,4,28,6,8,0,21,10,3,0,1,1,6,0,7,0,4,0,20,2,69
HBA1,58,7,192,1,0,11,3,2,34,0,0,8,12,2,31,0,0,3,1,0,2,1,0,6,0,0,7,0,0,4,4,0,24,322,322,127,51,10,1,29,1,8,0,17,10,3,0,1,1,5,1,7,0,4,0,20,4,69
C7orf61,42,0,192,1,0,11,12,1,34,0,0,8,13,0,31,0,0,3,2,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,150,42,10,1,21,11,8,0,18,13,3,0,0,2,6,0,7,0,4,0,24,0,69
GEM,47,0,192,0,0,11,15,0,34,0,0,8,5,0,31,1,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,145,47,11,0,19,15,8,0,26,5,2,1,1,1,6,0,7,0,4,0,24,0,69
NR4A3,37,2,192,0,0,11,17,0,34,0,0,8,13,0,31,1,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,153,35,11,0,17,17,8,0,18,13,2,1,1,1,6,0,7,0,4,0,23,1,68
SERINC4,34,0,192,0,0,11,10,0,34,1,1,8,24,2,31,0,0,3,0,0,2,0,0,6,2,0,7,0,0,4,0,0,24,322,322,158,34,11,0,24,10,6,0,5,22,3,0,2,0,6,0,5,2,4,0,24,0,68
TNF,49,1,192,0,0,11,1,0,34,0,0,8,14,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,6,0,24,322,322,142,48,11,0,33,1,8,0,17,14,3,0,2,0,6,0,6,-1,4,0,18,6,68
HSP90AA1,32,1,192,1,0,11,9,0,34,5,0,8,9,0,31,2,0,3,1,0,2,5,0,6,0,0,7,2,0,4,3,0,24,322,322,159,31,10,1,25,9,3,5,22,9,1,2,1,1,1,5,7,0,2,2,21,3,68
DNAJA1,35,1,192,0,0,11,5,0,34,2,0,8,20,0,31,1,0,3,1,0,2,2,1,6,0,0,7,0,0,4,3,0,24,322,322,156,34,11,0,29,5,6,2,11,20,2,1,1,1,3,1,7,0,4,0,21,3,67
JMJD6,40,1,192,1,0,11,8,0,34,0,0,8,16,0,31,0,0,3,2,0,2,1,0,6,0,0,7,0,0,4,0,0,24,322,322,151,39,10,1,26,8,8,0,15,16,3,0,0,2,5,1,7,0,4,0,24,0,67
RSPH10B2,38,3,192,0,0,11,13,1,34,0,0,8,19,2,31,0,0,3,1,0,2,0,0,6,1,0,7,0,0,4,1,0,24,322,322,151,35,11,0,20,12,8,0,10,17,3,0,1,1,6,0,6,1,4,0,23,1,67
ESR1,33,5,192,0,0,11,11,0,34,1,0,8,20,0,31,0,1,3,0,0,2,0,0,6,1,0,7,0,0,4,7,0,24,322,322,154,28,11,0,23,11,7,1,11,20,2,-1,2,0,6,0,6,1,4,0,17,7,67
XIRP1,36,2,192,0,0,11,13,0,34,0,0,8,19,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,154,34,11,0,21,13,8,0,12,19,3,0,2,0,6,0,7,0,4,0,23,1,67
COL26A1,39,3,192,0,0,11,1,0,34,0,0,8,18,0,31,3,0,3,1,0,2,0,0,6,0,0,7,0,0,4,8,0,24,322,322,150,36,11,0,33,1,8,0,13,18,0,3,1,1,6,0,7,0,4,0,16,8,67
LAG3,35,1,192,1,1,11,7,0,34,0,0,8,22,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,0,24,322,322,156,34,9,0,27,7,8,0,9,22,3,0,1,1,6,0,7,0,4,0,21,3,67
SEMA4A,29,5,192,0,0,11,14,0,34,0,0,8,22,0,31,0,0,3,2,0,2,0,0,6,0,0,7,0,0,4,5,0,24,322,322,158,24,11,0,20,14,8,0,9,22,3,0,0,2,6,0,7,0,4,0,19,5,67
EFCAB12,27,1,192,0,0,11,13,0,34,2,0,8,21,0,31,0,0,3,2,0,2,0,0,6,1,0,7,0,0,4,1,0,24,322,322,164,26,11,0,21,13,6,2,10,21,3,0,0,2,6,0,6,1,4,0,23,1,66
OOEP,15,6,192,0,0,11,26,0,34,0,0,8,28,0,31,3,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,171,9,11,0,8,26,8,0,3,28,0,3,2,0,6,0,7,0,4,0,24,0,66
CLDN9,28,1,192,0,0,11,21,0,34,0,0,8,15,1,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,0,24,322,322,163,27,11,0,13,21,8,0,15,14,3,0,1,1,6,0,7,0,4,0,21,3,66
UCP3,47,2,192,0,0,11,4,0,34,0,0,8,13,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,1,24,322,322,143,45,11,0,30,4,8,0,18,13,3,0,1,1,6,0,7,0,4,0,20,2,65
LENEP,35,6,192,0,0,11,10,0,34,0,0,8,22,0,31,0,0,3,1,0,2,0,0,6,1,0,7,0,0,4,2,0,24,322,322,151,29,11,0,24,10,8,0,9,22,3,0,1,1,6,0,6,1,4,0,22,2,65
CLDN6,43,3,192,0,0,11,7,1,34,1,0,8,18,0,31,0,0,3,1,0,2,0,0,6,0,2,7,0,0,4,2,1,24,322,322,146,40,11,0,26,6,7,1,13,18,3,0,1,1,6,0,5,-2,4,0,21,1,65
SULT6B1,29,7,192,0,0,11,17,1,34,3,1,8,24,1,31,0,1,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,156,22,11,0,16,16,4,2,6,23,2,-1,1,1,6,0,7,0,4,0,23,1,64
PNCK,35,7,192,1,1,11,8,1,34,0,0,8,21,0,31,1,0,3,1,0,2,1,0,6,1,1,7,0,0,4,7,2,24,322,322,150,28,9,0,25,7,8,0,10,21,2,1,1,1,5,1,5,0,4,0,15,5,64
IGHG4,44,2,192,0,0,11,8,0,34,0,0,8,11,0,31,0,0,3,2,0,2,0,0,6,0,0,7,2,0,4,0,1,24,322,322,146,42,11,0,26,8,8,0,20,11,3,0,0,2,6,0,7,0,2,2,23,-1,64
FOXD4L3,42,1,192,0,0,11,7,1,34,0,0,8,15,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,2,24,322,322,149,41,11,0,26,6,8,0,16,15,3,0,1,1,6,0,7,0,4,0,19,1,64
CLK1,33,0,192,0,0,11,11,0,34,2,0,8,13,0,31,0,0,3,2,0,2,2,0,6,0,0,7,0,0,4,0,0,24,322,322,159,33,11,0,23,11,6,2,18,13,3,0,0,2,4,2,7,0,4,0,24,0,63
C17orf67,22,0,192,0,1,11,14,0,34,5,0,8,22,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,170,22,10,-1,20,14,3,5,9,22,3,0,1,1,6,0,7,0,4,0,24,0,63
BMP4,22,0,192,1,1,11,18,0,34,0,0,8,21,1,31,0,0,3,2,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,170,22,9,0,16,18,8,0,9,20,3,0,0,2,6,0,7,0,4,0,23,1,63
JUN,51,3,192,0,0,11,4,0,34,0,0,8,3,0,31,1,0,3,1,0,2,2,0,6,0,0,7,0,0,4,4,0,24,322,322,138,48,11,0,30,4,8,0,28,3,2,1,1,1,4,2,7,0,4,0,20,4,63
TRIML2,35,2,192,0,0,11,9,0,34,0,0,8,14,0,31,0,0,3,2,0,2,0,0,6,1,0,7,0,0,4,4,0,24,322,322,155,33,11,0,25,9,8,0,17,14,3,0,0,2,6,0,6,1,4,0,20,4,63
LRIT3,24,0,192,0,0,11,13,0,34,0,0,8,23,0,31,1,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,168,24,11,0,21,13,8,0,8,23,2,1,1,1,6,0,7,0,4,0,23,1,63
MRPL18,19,1,192,1,1,11,10,0,34,5,0,8,23,0,31,2,0,3,1,0,2,0,1,6,0,0,7,0,0,4,5,0,24,322,322,172,18,9,0,24,10,3,5,8,23,1,2,1,1,5,-1,7,0,4,0,19,5,63
OR2B6,21,3,192,1,2,11,23,0,34,1,0,8,15,0,31,0,0,3,1,0,2,0,0,6,1,1,7,0,0,4,5,0,24,322,322,168,18,8,-1,11,23,7,1,16,15,3,0,1,1,6,0,5,0,4,0,19,5,62
MAP7D2,16,2,192,0,0,11,22,0,34,2,0,8,18,0,31,1,0,3,2,0,2,0,0,6,0,0,7,2,0,4,1,0,24,322,322,174,14,11,0,12,22,6,2,13,18,2,1,0,2,6,0,7,0,2,2,23,1,62
IL31,48,1,192,0,0,11,0,0,34,0,0,8,12,0,31,2,0,3,0,0,2,0,0,6,0,0,7,0,0,4,3,2,24,322,322,143,47,11,0,34,0,8,0,19,12,1,2,2,0,6,0,7,0,4,0,19,1,62
KCNE5,28,1,192,0,1,11,16,0,34,2,0,8,14,0,31,1,0,3,2,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,163,27,10,-1,18,16,6,2,17,14,2,1,0,2,6,0,6,1,4,0,24,0,62
PLA2G12B,36,2,192,0,0,11,10,0,34,0,2,8,18,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,4,2,24,322,322,154,34,11,0,24,10,6,-2,13,18,3,0,2,0,6,0,7,0,4,0,18,2,62
CCL20,41,7,192,2,0,11,5,0,34,0,0,8,14,0,31,1,0,3,0,0,2,0,0,6,0,2,7,0,0,4,10,2,24,322,322,144,34,9,2,29,5,8,0,17,14,2,1,2,0,6,0,5,-2,4,0,12,8,62
GAS1,44,2,192,0,1,11,8,0,34,0,0,8,9,1,31,0,0,3,1,0,2,0,0,6,0,0,7,1,0,4,3,0,24,322,322,146,42,10,-1,26,8,8,0,21,8,3,0,1,1,6,0,7,0,3,1,21,3,62
NCR3,46,2,192,0,0,11,1,1,34,0,1,8,18,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,1,24,322,322,144,44,11,0,32,0,7,-1,13,18,3,0,2,0,6,0,7,0,4,0,21,1,62
SLC6A13,27,4,192,0,0,11,11,0,34,0,0,8,25,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,3,2,24,322,322,161,23,11,0,23,11,8,0,6,25,3,0,2,0,6,0,6,1,4,0,19,1,61
MGARP,46,1,192,0,0,11,2,0,34,5,0,8,4,0,31,2,0,3,1,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,145,45,11,0,32,2,3,5,27,4,1,2,1,1,6,0,7,0,4,0,22,2,61
C4orf47,25,2,192,1,0,11,9,0,34,0,0,8,22,0,31,0,0,3,1,0,2,0,0,6,2,0,7,0,0,4,3,0,24,322,322,165,23,10,1,25,9,8,0,9,22,3,0,1,1,6,0,5,2,4,0,21,3,61
CLEC18B,36,9,192,0,0,11,14,1,34,0,0,8,20,1,31,2,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,147,27,11,0,19,13,8,0,10,19,1,2,1,1,6,0,7,0,4,0,23,-1,61
FRG2B,43,1,192,0,0,11,8,0,34,0,0,8,5,0,31,2,0,3,0,0,2,0,0,6,2,0,7,1,2,4,1,0,24,322,322,148,42,11,0,26,8,8,0,26,5,1,2,2,0,6,0,5,2,1,-1,23,1,59
SPDYA,35,7,192,0,0,11,10,0,34,0,0,8,20,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,150,28,11,0,24,10,8,0,11,20,3,0,1,1,6,0,7,0,4,0,22,0,59
WDR49,23,7,192,0,0,11,13,1,34,2,0,8,21,0,31,0,1,3,0,0,2,0,0,6,1,1,7,2,0,4,7,0,24,322,322,162,16,11,0,20,12,6,2,10,21,2,-1,2,0,6,0,5,0,2,2,17,7,59
HIBCH,10,1,192,0,1,11,25,0,34,0,0,8,21,0,31,2,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,1,24,322,322,181,9,10,-1,9,25,8,0,10,21,1,2,1,1,6,0,7,0,4,0,20,2,59
SLC5A3,25,1,192,0,0,11,16,0,34,0,0,8,11,2,31,2,0,3,1,0,2,0,0,6,0,0,7,0,0,4,6,0,24,322,322,166,24,11,0,18,16,8,0,18,9,1,2,1,1,6,0,7,0,4,0,18,6,58
FBXL14,29,1,192,0,0,11,9,0,34,0,0,8,16,0,31,2,0,3,1,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,162,28,11,0,25,9,8,0,15,16,1,2,1,1,6,0,7,0,4,0,22,2,58
N4BP2L1,39,2,192,0,0,11,8,0,34,0,0,8,12,0,31,0,0,3,2,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,151,37,11,0,26,8,8,0,19,12,3,0,0,2,6,0,7,0,4,0,23,-1,58
RASL11A,21,0,192,0,0,11,15,0,34,0,0,8,22,0,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,1,0,24,322,322,171,21,11,0,19,15,8,0,9,22,3,0,2,0,5,-1,7,0,4,0,23,1,58
DYNLT2,41,7,192,0,0,11,8,0,34,1,0,8,14,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,144,34,11,0,26,8,7,1,17,14,3,0,1,1,6,0,7,0,4,0,24,0,58
RSPH10B,29,9,192,0,0,11,16,1,34,0,0,8,18,0,31,1,0,3,1,0,2,0,0,6,2,0,7,0,0,4,2,1,24,322,322,154,20,11,0,17,15,8,0,13,18,2,1,1,1,6,0,5,2,4,0,21,1,58
NOXRED1,23,0,192,0,0,11,10,0,34,0,0,8,21,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,4,1,24,322,322,169,23,11,0,24,10,8,0,10,21,3,0,2,0,6,0,6,1,4,0,19,3,58
PLPPR5,23,0,192,0,0,11,21,0,34,0,0,8,13,1,31,0,0,3,0,0,2,0,0,6,0,0,7,1,0,4,0,0,24,322,322,169,23,11,0,13,21,8,0,17,12,3,0,2,0,6,0,7,0,3,1,24,0,57
GPA33,23,1,192,0,0,11,17,0,34,0,2,8,10,0,31,0,0,3,0,0,2,0,0,6,1,0,7,1,0,4,8,0,24,322,322,168,22,11,0,17,17,6,-2,21,10,3,0,2,0,6,0,6,1,3,1,16,8,57
ADORA2A,39,3,192,1,1,11,4,1,34,0,0,8,15,2,31,0,0,3,2,0,2,1,0,6,0,1,7,0,0,4,3,0,24,322,322,150,36,9,0,29,3,8,0,14,13,3,0,0,2,5,1,6,-1,4,0,21,3,57
PPP1R15A,48,4,192,1,1,11,2,0,34,0,0,8,7,0,31,1,0,3,1,0,2,2,0,6,0,0,7,0,0,4,0,0,24,322,322,140,44,9,0,32,2,8,0,24,7,2,1,1,1,4,2,7,0,4,0,24,0,57
TRAF3IP3,43,8,192,0,0,11,4,0,34,1,0,8,15,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,3,1,24,322,322,141,35,11,0,30,4,7,1,16,15,3,0,2,0,6,0,7,0,4,0,20,2,57
GZMM,44,6,192,0,0,11,6,0,34,0,0,8,14,2,31,0,0,3,2,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,142,38,11,0,28,6,8,0,15,12,3,0,0,2,6,0,7,0,4,0,23,-1,57
ALDH8A1,32,1,192,0,0,11,8,0,34,2,0,8,13,0,31,0,0,3,2,0,2,0,0,6,2,0,7,0,0,4,1,2,24,322,322,159,31,11,0,26,8,6,2,18,13,3,0,0,2,6,0,5,2,4,0,21,-1,57
NKRF,19,1,192,0,1,11,12,0,34,0,0,8,27,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,172,18,10,-1,22,12,8,0,4,27,3,0,1,1,6,0,7,0,4,0,24,0,57
NPIPB9,40,7,192,0,0,11,4,0,34,0,0,8,7,0,31,1,0,3,2,0,2,0,0,6,0,1,7,1,0,4,12,2,24,322,322,145,33,11,0,30,4,8,0,24,7,2,1,0,2,6,0,6,-1,3,1,10,10,57
CEP295NL,55,2,192,0,0,11,5,0,34,0,2,8,3,2,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,135,53,11,0,29,5,6,-2,26,1,3,0,1,1,6,0,6,-1,4,0,24,0,57
TBR1,37,2,192,0,0,11,2,1,34,2,0,8,19,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,153,35,11,0,31,1,6,2,12,19,3,0,2,0,6,0,7,0,4,0,24,0,57
PROCA1,27,2,192,0,0,11,16,0,34,0,0,8,13,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,163,25,11,0,18,16,8,0,18,13,3,0,1,1,6,0,7,0,4,0,23,1,56
FAM209A,42,10,192,0,4,11,12,1,34,2,2,8,16,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,3,2,24,322,322,140,32,7,-4,21,11,4,0,15,16,3,0,2,0,6,0,7,0,4,0,19,1,56
NXT2,15,4,192,0,0,11,15,0,34,0,0,8,25,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,5,1,24,322,322,173,11,11,0,19,15,8,0,6,25,3,0,1,1,6,0,7,0,4,0,18,4,56
POU2F2,32,3,192,1,0,11,13,0,34,0,0,8,6,0,31,0,0,3,2,0,2,0,0,6,0,0,7,1,0,4,5,1,24,322,322,157,29,10,1,21,13,8,0,25,6,3,0,0,2,6,0,7,0,3,1,18,4,56
CYP39A1,16,1,192,0,0,11,17,0,34,1,0,8,19,0,31,0,0,3,1,0,2,0,0,6,0,0,7,3,0,4,0,0,24,322,322,175,15,11,0,17,17,7,1,12,19,3,0,1,1,6,0,7,0,1,3,24,0,56
FOXD4L6,51,2,192,0,0,11,2,5,34,0,0,8,12,0,31,2,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,6,24,322,322,139,49,11,0,27,-3,8,0,19,12,1,2,2,0,6,0,7,0,4,0,16,-4,56
GCGR,37,4,192,1,0,11,2,0,34,0,0,8,11,0,31,2,0,3,1,0,2,0,0,6,0,0,7,0,0,4,6,0,24,322,322,151,33,10,1,32,2,8,0,20,11,1,2,1,1,6,0,7,0,4,0,18,6,56
KCTD14,15,1,192,0,0,11,24,0,34,4,0,8,13,0,31,1,0,3,0,0,2,0,0,6,0,1,7,0,3,4,3,0,24,322,322,176,14,11,0,10,24,4,4,18,13,2,1,2,0,6,0,6,-1,1,-3,21,3,55
HSPD1,14,1,192,0,1,11,10,0,34,0,0,8,24,0,31,2,0,3,1,0,2,1,0,6,0,0,7,0,0,4,5,0,24,322,322,177,13,10,-1,24,10,8,0,7,24,1,2,1,1,5,1,7,0,4,0,19,5,55
TSSK4,33,5,192,0,0,11,11,0,34,3,0,8,13,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,154,28,11,0,23,11,5,3,18,13,3,0,2,0,6,0,7,0,4,0,22,0,55
PLAC8L1,16,0,192,0,0,11,19,0,34,1,0,8,19,0,31,1,0,3,1,0,2,0,0,6,0,2,7,0,0,4,0,0,24,322,322,176,16,11,0,15,19,7,1,12,19,2,1,1,1,6,0,5,-2,4,0,24,0,55
UBB,24,1,192,0,1,11,8,0,34,0,0,8,15,0,31,0,0,3,1,0,2,1,0,6,0,0,7,0,0,4,8,0,24,322,322,167,23,10,-1,26,8,8,0,16,15,3,0,1,1,5,1,7,0,4,0,16,8,55
UPK1A,15,4,192,0,1,11,18,0,34,2,0,8,18,0,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,7,1,24,322,322,173,11,10,-1,16,18,6,2,13,18,3,0,1,1,6,0,6,-1,4,0,16,6,54
GAGE10,42,5,192,0,0,11,1,0,34,4,2,8,12,0,31,1,0,3,1,0,2,0,0,6,0,0,7,0,0,4,4,4,24,322,322,145,37,11,0,33,1,2,2,19,12,2,1,1,1,6,0,7,0,4,0,16,0,54
CACFD1,30,2,192,1,0,11,10,0,34,3,2,8,8,1,31,3,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,0,24,322,322,160,28,10,1,24,10,3,1,22,7,0,3,1,1,6,0,7,0,4,0,21,3,54
EID3,51,2,192,0,0,11,3,0,34,0,0,8,3,2,31,0,0,3,1,0,2,0,0,6,1,1,7,0,0,4,1,1,24,322,322,139,49,11,0,31,3,8,0,26,1,3,0,1,1,6,0,5,0,4,0,22,0,54
GAST,42,18,192,0,0,11,8,0,34,0,0,8,17,0,31,1,0,3,1,0,2,0,0,6,0,1,7,0,0,4,4,1,24,322,322,132,24,11,0,26,8,8,0,14,17,2,1,1,1,6,0,6,-1,4,0,19,3,53
FERMT3,24,4,192,1,0,11,9,0,34,0,0,8,18,0,31,0,0,3,2,0,2,1,0,6,0,0,7,0,0,4,2,0,24,322,322,164,20,10,1,25,9,8,0,13,18,3,0,0,2,5,1,7,0,4,0,22,2,53
PRSS55,29,0,192,0,0,11,3,0,34,0,0,8,19,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,163,29,11,0,31,3,8,0,12,19,3,0,2,0,6,0,7,0,4,0,22,2,53
PPP1R3C,20,0,192,0,0,11,18,0,34,0,0,8,14,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,172,20,11,0,16,18,8,0,17,14,3,0,2,0,6,0,7,0,4,0,23,1,53
SELPLG,28,4,192,0,0,11,11,0,34,1,0,8,17,1,31,0,0,3,1,0,2,0,0,6,1,0,7,0,0,4,0,1,24,322,322,160,24,11,0,23,11,7,1,13,16,3,0,1,1,6,0,6,1,4,0,23,-1,53
CFAP97D2,45,1,192,0,0,11,0,0,34,0,0,8,9,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,146,44,11,0,34,0,8,0,22,9,3,0,2,0,6,0,7,0,4,0,24,0,53
ERICH5,26,0,192,0,0,11,14,0,34,1,0,8,12,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,3,24,322,322,166,26,11,0,20,14,7,1,19,12,3,0,2,0,6,0,7,0,4,0,19,-1,52
NPC1L1,30,4,192,0,0,11,4,0,34,0,0,8,16,0,31,2,0,3,1,0,2,0,0,6,0,0,7,0,0,4,3,0,24,322,322,158,26,11,0,30,4,8,0,15,16,1,2,1,1,6,0,7,0,4,0,21,3,52
C9orf152,29,0,192,0,0,11,4,0,34,1,0,8,19,2,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,163,29,11,0,30,4,7,1,10,17,3,0,1,1,6,0,7,0,4,0,24,0,52
CACYBP,17,2,192,0,1,11,12,0,34,5,0,8,20,0,31,2,0,3,1,0,2,0,2,6,0,0,7,0,0,4,0,0,24,322,322,173,15,10,-1,22,12,3,5,11,20,1,2,1,1,4,-2,7,0,4,0,24,0,52
TMC4,19,8,192,3,0,11,12,0,34,0,0,8,25,0,31,0,0,3,2,0,2,0,0,6,2,2,7,0,0,4,0,1,24,322,322,165,11,8,3,22,12,8,0,6,25,3,0,0,2,6,0,3,0,4,0,23,-1,52
TSPYL2,36,2,192,0,0,11,1,0,34,0,0,8,15,1,31,0,0,3,1,0,2,1,0,6,0,0,7,0,0,4,0,0,24,322,322,154,34,11,0,33,1,8,0,15,14,3,0,1,1,5,1,7,0,4,0,24,0,51
PRR18,28,1,192,0,0,11,0,1,34,7,0,8,14,0,31,1,0,3,0,0,2,0,0,6,0,0,7,3,0,4,0,0,24,322,322,163,27,11,0,33,-1,1,7,17,14,2,1,2,0,6,0,7,0,1,3,24,0,51
HEY1,21,2,192,0,0,11,22,0,34,0,0,8,9,0,31,0,1,3,0,0,2,0,0,6,0,0,7,0,0,4,3,1,24,322,322,169,19,11,0,12,22,8,0,22,9,2,-1,2,0,6,0,7,0,4,0,20,2,51
TMEM216,20,4,192,0,0,11,21,0,34,3,0,8,10,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,168,16,11,0,13,21,5,3,21,10,3,0,2,0,6,0,7,0,4,0,23,1,51
FAM83C,28,1,192,0,0,11,2,2,34,0,0,8,23,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,163,27,11,0,30,0,8,0,8,23,3,0,2,0,6,0,7,0,4,0,23,1,51
FBXW10,11,1,192,0,0,11,18,0,34,1,0,8,21,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,180,10,11,0,16,18,7,1,10,21,3,0,2,0,6,0,7,0,4,0,23,1,51
SPOCK2,22,1,192,0,0,11,7,0,34,0,0,8,19,0,31,0,0,3,1,0,2,0,0,6,1,0,7,0,0,4,2,0,24,322,322,169,21,11,0,27,7,8,0,12,19,3,0,1,1,6,0,6,1,4,0,22,2,51
SBSN,35,1,192,1,0,11,5,0,34,2,0,8,5,0,31,1,0,3,1,0,2,0,0,6,1,0,7,2,0,4,0,1,24,322,322,156,34,10,1,29,5,6,2,26,5,2,1,1,1,6,0,6,1,2,2,23,-1,51
PNMA8A,34,2,192,0,0,11,4,0,34,0,0,8,9,0,31,3,0,3,1,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,156,32,11,0,30,4,8,0,22,9,0,3,1,1,6,0,7,0,4,0,22,2,51
